Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4700      -242248.160  -242259.697       11.537   240.6
0.4800      -242248.119  -242258.456       10.337   215.5
0.4900      -242248.146  -242258.640       10.494   218.8
0.5000      -242248.195  -242260.361       12.165   253.7
0.5100      -242248.132  -242258.554       10.422   217.3
0.5200      -242248.143  -242258.830       10.688   222.9
0.5300      -242248.139  -242258.896       10.757   224.3
0.5400      -242248.139  -242259.505       11.366   237.0
0.5500      -242248.137  -242259.253       11.116   231.8
0.5600      -242248.160  -242259.216       11.056   230.6
0.5700      -242248.160  -242258.741       10.582   220.7
0.5800      -242248.134  -242258.271       10.138   211.4
0.5900      -242248.157  -242258.720       10.563   220.3
0.6000      -242248.156  -242258.522       10.366   216.2
0.6100      -242248.138  -242257.529        9.391   195.8
0.6200      -242248.126  -242257.713        9.588   199.9
0.6300      -242248.142  -242258.070        9.928   207.0
0.6400      -242248.167  -242259.160       10.993   229.2
0.6500      -242248.136  -242259.209       11.073   230.9
0.6600      -242248.161  -242258.944       10.783   224.9
0.6700      -242248.155  -242259.026       10.872   226.7
0.6800      -242248.171  -242259.227       11.056   230.5
0.6900      -242248.148  -242258.422       10.274   214.2
0.7000      -242248.131  -242258.360       10.229   213.3
0.7100      -242248.124  -242258.680       10.555   220.1
0.7200      -242248.138  -242258.740       10.602   221.1
0.7300      -242248.171  -242259.975       11.804   246.1
0.7400      -242248.162  -242260.030       11.868   247.5
0.7500      -242248.099  -242258.622       10.523   219.4
0.7600      -242248.169  -242259.154       10.985   229.1
0.7700      -242248.155  -242260.515       12.360   257.7
0.7800      -242248.129  -242259.074       10.946   228.2
0.7900      -242248.133  -242259.537       11.403   237.8
0.8000      -242248.154  -242260.509       12.355   257.6
0.8100      -242248.176  -242259.479       11.302   235.7
0.8200      -242248.158  -242259.401       11.243   234.5
0.8300      -242248.138  -242259.065       10.927   227.9
0.8400      -242248.150  -242259.124       10.974   228.8
0.8500      -242248.142  -242258.930       10.788   225.0
0.8600      -242248.150  -242258.598       10.448   217.9
0.8700      -242248.141  -242258.760       10.618   221.4
0.8800      -242248.143  -242259.624       11.481   239.4
0.8900      -242248.153  -242259.629       11.477   239.3
0.9000      -242248.119  -242259.574       11.454   238.9
0.9100      -242248.146  -242259.132       10.985   229.1
0.9200      -242248.179  -242260.396       12.217   254.7
0.9300      -242248.141  -242260.028       11.887   247.9
0.9400      -242248.119  -242259.502       11.383   237.4
0.9500      -242248.153  -242259.905       11.752   245.1
0.9600      -242248.167  -242260.419       12.252   255.5
0.9700      -242248.168  -242260.182       12.014   250.5
0.9800      -242248.122  -242259.461       11.339   236.5
0.9900      -242248.140  -242259.461       11.322   236.1
1.0000      -242248.157  -242259.732       11.575   241.4
1.0100      -242248.156  -242259.632       11.476   239.3
1.0200      -242248.154  -242259.775       11.621   242.3
1.0300      -242248.136  -242259.849       11.713   244.2
1.0400      -242248.155  -242259.584       11.430   238.3
1.0500      -242248.169  -242259.481       11.312   235.9
1.0600      -242248.122  -242258.684       10.562   220.3
1.0700      -242248.159  -242258.845       10.685   222.8
1.0800      -242248.162  -242259.505       11.343   236.5
1.0900      -242248.144  -242259.694       11.550   240.8
1.1000      -242248.142  -242259.802       11.660   243.1
1.1100      -242248.156  -242259.844       11.688   243.7
1.1200      -242248.169  -242260.319       12.149   253.3
1.1300      -242248.136  -242259.693       11.557   241.0
1.1400      -242248.125  -242259.329       11.204   233.6
1.1500      -242248.182  -242259.750       11.569   241.2
1.1600      -242248.159  -242259.221       11.062   230.7
1.1700      -242248.134  -242259.730       11.597   241.8
1.1800      -242248.124  -242259.575       11.451   238.8
1.1900      -242248.135  -242259.757       11.622   242.4
1.2000      -242248.158  -242260.067       11.909   248.3
1.2100      -242248.150  -242259.356       11.206   233.7
1.2200      -242248.150  -242259.935       11.784   245.7
1.2300      -242248.183  -242259.626       11.443   238.6
1.2400      -242248.133  -242258.977       10.844   226.1
1.2500      -242248.138  -242259.721       11.583   241.5
1.2600      -242248.163  -242259.682       11.520   240.2
1.2700      -242248.167  -242260.086       11.919   248.5
1.2800      -242248.176  -242260.133       11.957   249.3
1.2900      -242248.140  -242259.449       11.309   235.8
1.3000      -242248.130  -242259.855       11.725   244.5
1.3100      -242248.165  -242260.334       12.169   253.8
1.3200      -242248.152  -242259.160       11.008   229.5
1.3300      -242248.158  -242259.940       11.782   245.7
1.3400      -242248.148  -242259.866       11.718   244.4
1.3500      -242248.137  -242260.053       11.916   248.5
1.3600      -242248.177  -242259.611       11.434   238.4
1.3700      -242248.149  -242258.785       10.636   221.8
1.3800      -242248.161  -242261.121       12.960   270.3
1.3900      -242248.171  -242260.644       12.473   260.1
1.4000      -242248.147  -242260.252       12.105   252.4
1.4100      -242248.137  -242259.867       11.730   244.6
1.4200      -242248.140  -242259.954       11.814   246.4
1.4300      -242248.161  -242260.350       12.189   254.2
1.4400      -242248.191  -242260.676       12.485   260.4
1.4500      -242248.161  -242260.289       12.128   252.9
1.4600      -242248.131  -242259.328       11.198   233.5
1.4700      -242248.166  -242259.768       11.602   241.9
1.4800      -242248.163  -242260.242       12.079   251.9
1.4900      -242248.143  -242260.028       11.884   247.8
1.5000      -242248.132  -242259.870       11.738   244.8
1.5100      -242248.142  -242260.208       12.066   251.6
1.5200      -242248.162  -242261.273       13.111   273.4
1.5300      -242248.141  -242260.737       12.596   262.7
1.5400      -242248.161  -242260.187       12.026   250.8
1.5500      -242248.178  -242259.672       11.493   239.7
1.5600      -242248.132  -242259.802       11.670   243.4
1.5700      -242248.144  -242259.056       10.912   227.5
1.5800      -242248.150  -242260.475       12.325   257.0
1.5900      -242248.147  -242259.734       11.587   241.6
1.6000      -242248.170  -242260.937       12.767   266.2
1.6100      -242248.135  -242260.337       12.201   254.4
1.6200      -242248.149  -242260.018       11.869   247.5
1.6300      -242248.173  -242260.669       12.495   260.6
1.6400      -242248.155  -242259.883       11.727   244.5
1.6500      -242248.155  -242260.058       11.903   248.2
1.6600      -242248.141  -242260.348       12.207   254.6
1.6700      -242248.136  -242259.445       11.309   235.8
1.6800      -242248.178  -242259.789       11.611   242.1
1.6900      -242248.142  -242259.426       11.284   235.3
1.7000      -242248.146  -242258.970       10.825   225.7
1.7100      -242248.157  -242259.173       11.016   229.7
1.7200      -242248.146  -242259.584       11.438   238.5
1.7300      -242248.150  -242260.004       11.855   247.2
1.7400      -242248.165  -242259.759       11.594   241.8
1.7500      -242248.157  -242259.999       11.843   246.9
1.7600      -242248.153  -242259.863       11.710   244.2
1.7700      -242248.137  -242259.680       11.544   240.7
1.7800      -242248.191  -242260.587       12.396   258.5
1.7900      -242248.178  -242259.874       11.696   243.9
1.8000      -242248.147  -242260.475       12.329   257.1
1.8100      -242248.144  -242260.379       12.235   255.1
1.8200      -242248.139  -242259.810       11.671   243.4
1.8300      -242248.154  -242259.472       11.317   236.0
1.8400      -242248.163  -242259.779       11.616   242.2
1.8500      -242248.147  -242259.643       11.496   239.7
1.8600      -242248.163  -242259.861       11.698   243.9
1.8700      -242248.159  -242260.018       11.858   247.3
1.8800      -242248.162  -242259.807       11.645   242.8
1.8900      -242248.165  -242260.001       11.836   246.8
1.9000      -242248.162  -242260.341       12.180   254.0
1.9100      -242248.155  -242259.395       11.240   234.4
1.9200      -242248.171  -242259.800       11.628   242.5
1.9300      -242248.136  -242259.607       11.471   239.2
1.9400      -242248.171  -242259.831       11.661   243.2
1.9500      -242248.181  -242260.998       12.818   267.3
1.9600      -242248.136  -242259.992       11.856   247.2
1.9700      -242248.148  -242259.661       11.513   240.1
1.9800      -242248.161  -242259.277       11.116   231.8
1.9900      -242248.178  -242259.413       11.236   234.3
2.0000      -242248.176  -242259.259       11.083   231.1
2.0100      -242248.142  -242260.082       11.940   249.0
2.0200      -242248.162  -242259.826       11.663   243.2
2.0300      -242248.158  -242259.969       11.811   246.3
2.0400      -242248.156  -242260.059       11.903   248.2
2.0500      -242248.161  -242259.641       11.481   239.4
2.0600      -242248.148  -242259.736       11.589   241.7
2.0700      -242248.160  -242259.875       11.714   244.3
2.0800      -242248.168  -242260.036       11.868   247.5
2.0900      -242248.133  -242259.702       11.569   241.2
2.1000      -242248.144  -242258.905       10.761   224.4
2.1100      -242248.161  -242259.585       11.425   238.2
2.1200      -242248.154  -242259.600       11.446   238.7
2.1300      -242248.163  -242260.274       12.111   252.5
2.1400      -242248.162  -242259.881       11.719   244.4
2.1500      -242248.173  -242260.069       11.896   248.1
2.1600      -242248.151  -242259.661       11.510   240.0
2.1700      -242248.143  -242259.905       11.762   245.3
2.1800      -242248.173  -242259.648       11.475   239.3
2.1900      -242248.154  -242260.223       12.068   251.7
2.2000      -242248.134  -242259.831       11.697   243.9
2.2100      -242248.133  -242260.171       12.037   251.0
2.2200      -242248.145  -242260.738       12.593   262.6
2.2300      -242248.174  -242260.575       12.402   258.6
2.2400      -242248.183  -242260.517       12.334   257.2
2.2500      -242248.166  -242260.312       12.146   253.3
2.2600      -242248.162  -242259.705       11.543   240.7
2.2700      -242248.157  -242260.400       12.243   255.3
2.2800      -242248.151  -242260.617       12.465   259.9
2.2900      -242248.156  -242260.021       11.865   247.4
2.3000      -242248.157  -242259.700       11.544   240.7
2.3100      -242248.168  -242259.964       11.797   246.0
2.3200      -242248.155  -242259.955       11.800   246.1
2.3300      -242248.138  -242260.033       11.894   248.0
2.3400      -242248.185  -242261.411       13.226   275.8
2.3500      -242248.180  -242260.818       12.638   263.5
2.3600      -242248.144  -242259.956       11.812   246.3
2.3700      -242248.129  -242260.221       12.092   252.2
2.3800      -242248.160  -242260.402       12.242   255.3
2.3900      -242248.183  -242260.427       12.244   255.3
2.4000      -242248.166  -242260.213       12.047   251.2
2.4100      -242248.136  -242259.920       11.784   245.7
2.4200      -242248.179  -242260.656       12.477   260.2
2.4300      -242248.161  -242259.711       11.550   240.9
2.4400      -242248.152  -242261.050       12.898   269.0
2.4500      -242248.158  -242261.308       13.150   274.2
2.4600      -242248.161  -242260.316       12.155   253.5
2.4700      -242248.180  -242261.047       12.868   268.3
2.4800      -242248.151  -242261.157       13.006   271.2
2.4900      -242248.143  -242261.352       13.209   275.5
2.5000      -242248.189  -242261.123       12.933   269.7
2.5100      -242248.171  -242260.721       12.550   261.7
2.5200      -242248.155  -242261.452       13.297   277.3
2.5300      -242248.147  -242261.385       13.239   276.1
2.5400      -242248.153  -242260.886       12.733   265.5
2.5500      -242248.181  -242261.645       13.465   280.8
2.5600      -242248.167  -242261.111       12.944   269.9
2.5700      -242248.152  -242260.289       12.136   253.1
2.5800      -242248.165  -242260.261       12.097   252.2
2.5900      -242248.158  -242260.722       12.564   262.0
2.6000      -242248.164  -242260.485       12.321   256.9
2.6100      -242248.156  -242260.312       12.156   253.5
2.6200      -242248.151  -242260.064       11.913   248.4
2.6300      -242248.170  -242261.061       12.891   268.8
2.6400      -242248.150  -242261.146       12.996   271.0
2.6500      -242248.155  -242261.132       12.978   270.6
2.6600      -242248.188  -242261.651       13.463   280.7
2.6700      -242248.181  -242261.107       12.925   269.5
2.6800      -242248.158  -242260.845       12.687   264.6
2.6900      -242248.141  -242260.665       12.524   261.2
2.7000      -242248.156  -242261.312       13.156   274.3
2.7100      -242248.183  -242261.009       12.826   267.5
2.7200      -242248.150  -242260.051       11.901   248.2
2.7300      -242248.139  -242260.150       12.011   250.5
2.7400      -242248.167  -242260.666       12.500   260.6
2.7500      -242248.157  -242260.365       12.208   254.6
2.7600      -242248.159  -242260.690       12.531   261.3
2.7700      -242248.158  -242260.779       12.621   263.2
2.7800      -242248.156  -242260.226       12.070   251.7
2.7900      -242248.162  -242259.449       11.287   235.4
2.8000      -242248.156  -242260.738       12.582   262.4
2.8100      -242248.154  -242260.151       11.998   250.2
2.8200      -242248.171  -242260.980       12.809   267.1
2.8300      -242248.152  -242260.131       11.979   249.8
2.8400      -242248.143  -242259.790       11.647   242.9
2.8500      -242248.152  -242260.123       11.972   249.6
2.8600      -242248.172  -242260.653       12.480   260.2
2.8700      -242248.176  -242260.249       12.073   251.7
2.8800      -242248.128  -242260.331       12.203   254.5
2.8900      -242248.158  -242260.176       12.018   250.6
2.9000      -242248.182  -242261.057       12.876   268.5
2.9100      -242248.158  -242259.826       11.668   243.3
2.9200      -242248.155  -242260.432       12.277   256.0
2.9300      -242248.154  -242260.687       12.533   261.3
2.9400      -242248.159  -242259.774       11.615   242.2
2.9500      -242248.172  -242259.855       11.683   243.6
2.9600      -242248.139  -242260.605       12.466   260.0
2.9700      -242248.164  -242260.834       12.670   264.2
2.9800      -242248.179  -242260.955       12.776   266.4
2.9900      -242248.133  -242260.737       12.604   262.8
3.0000      -242248.155  -242260.566       12.411   258.8
3.0100      -242248.161  -242260.253       12.092   252.2
3.0200      -242248.175  -242260.902       12.727   265.4
3.0300      -242248.176  -242260.315       12.139   253.1
3.0400      -242248.146  -242260.462       12.316   256.8
3.0500      -242248.171  -242260.298       12.127   252.9
3.0600      -242248.185  -242261.152       12.967   270.4
3.0700      -242248.169  -242260.980       12.811   267.1
3.0800      -242248.165  -242260.669       12.504   260.7
3.0900      -242248.159  -242260.666       12.507   260.8
3.1000      -242248.148  -242260.614       12.466   260.0
3.1100      -242248.168  -242260.253       12.085   252.0
3.1200      -242248.172  -242260.818       12.645   263.7
3.1300      -242248.191  -242260.961       12.770   266.3
3.1400      -242248.188  -242260.966       12.777   266.4
3.1500      -242248.158  -242260.777       12.619   263.1
3.1600      -242248.142  -242260.275       12.133   253.0
3.1700      -242248.144  -242260.440       12.296   256.4
3.1800      -242248.162  -242260.211       12.049   251.3
3.1900      -242248.175  -242260.344       12.169   253.8
3.2000      -242248.144  -242260.862       12.718   265.2
3.2100      -242248.158  -242260.880       12.722   265.3
3.2200      -242248.176  -242261.500       13.324   277.8
3.2300      -242248.184  -242261.349       13.165   274.5
3.2400      -242248.173  -242260.025       11.851   247.1
3.2500      -242248.183  -242261.594       13.411   279.7
3.2600      -242248.191  -242260.893       12.701   264.9
3.2700      -242248.181  -242261.508       13.327   277.9
3.2800      -242248.141  -242261.542       13.401   279.4
3.2900      -242248.171  -242261.794       13.623   284.1
3.3000      -242248.168  -242261.546       13.378   279.0
3.3100      -242248.140  -242261.432       13.292   277.2
3.3200      -242248.131  -242261.371       13.240   276.1
3.3300      -242248.170  -242261.493       13.323   277.8
3.3400      -242248.207  -242261.576       13.369   278.8
3.3500      -242248.191  -242261.066       12.875   268.5
3.3600      -242248.143  -242261.034       12.891   268.8
3.3700      -242248.166  -242260.443       12.277   256.0
3.3800      -242248.160  -242261.134       12.974   270.5
3.3900      -242248.145  -242261.475       13.330   278.0
3.4000      -242248.146  -242261.162       13.016   271.4
3.4100      -242248.179  -242261.500       13.321   277.8
3.4200      -242248.182  -242261.509       13.327   277.9
3.4300      -242248.160  -242260.869       12.709   265.0
3.4400      -242248.157  -242261.177       13.020   271.5
3.4500      -242248.191  -242260.825       12.633   263.4
3.4600      -242248.181  -242261.745       13.564   282.8
3.4700      -242248.165  -242261.517       13.352   278.4
3.4800      -242248.162  -242260.994       12.832   267.6
3.4900      -242248.167  -242260.610       12.443   259.5
3.5000      -242248.198  -242261.371       13.173   274.7
3.5100      -242248.170  -242260.840       12.670   264.2
3.5200      -242248.159  -242261.326       13.167   274.6
3.5300      -242248.194  -242262.006       13.812   288.0
3.5400      -242248.158  -242261.567       13.409   279.6
3.5500      -242248.131  -242260.744       12.613   263.0
3.5600      -242248.148  -242261.039       12.892   268.8
3.5700      -242248.163  -242261.566       13.402   279.5
3.5800      -242248.175  -242261.350       13.175   274.7
3.5900      -242248.154  -242261.511       13.357   278.5
3.6000      -242248.172  -242261.063       12.891   268.8
3.6100      -242248.205  -242262.364       14.159   295.3
3.6200      -242248.181  -242261.894       13.712   285.9
3.6300      -242248.165  -242261.247       13.083   272.8
3.6400      -242248.170  -242261.523       13.353   278.5
3.6500      -242248.179  -242261.233       13.054   272.2
3.6600      -242248.181  -242261.337       13.157   274.4
3.6700      -242248.109  -242260.321       12.212   254.7
3.6800      -242248.160  -242260.897       12.737   265.6
3.6900      -242248.184  -242261.366       13.183   274.9
3.7000      -242248.172  -242261.269       13.097   273.1
3.7100      -242248.170  -242261.605       13.436   280.2
3.7200      -242248.174  -242261.497       13.323   277.8
3.7300      -242248.186  -242261.496       13.310   277.5
3.7400      -242248.152  -242260.505       12.352   257.6
3.7500      -242248.134  -242261.356       13.222   275.7
3.7600      -242248.185  -242261.336       13.151   274.2
3.7700      -242248.203  -242261.339       13.137   273.9
3.7800      -242248.177  -242261.193       13.016   271.4
3.7900      -242248.160  -242261.130       12.971   270.5
3.8000      -242248.170  -242261.402       13.232   275.9
3.8100      -242248.193  -242261.253       13.060   272.3
3.8200      -242248.200  -242261.373       13.173   274.7
3.8300      -242248.153  -242260.497       12.344   257.4
3.8400      -242248.170  -242260.660       12.491   260.5
3.8500      -242248.166  -242260.174       12.008   250.4
3.8600      -242248.145  -242260.001       11.856   247.2
3.8700      -242248.153  -242260.733       12.581   262.3
3.8800      -242248.151  -242259.916       11.765   245.3
3.8900      -242248.167  -242261.262       13.095   273.1
3.9000      -242248.167  -242261.134       12.967   270.4
3.9100      -242248.166  -242260.819       12.653   263.9
3.9200      -242248.148  -242260.447       12.300   256.5
3.9300      -242248.186  -242260.623       12.438   259.4
3.9400      -242248.198  -242261.191       12.992   270.9
3.9500      -242248.189  -242261.952       13.763   287.0
3.9600      -242248.180  -242260.982       12.801   266.9
3.9700      -242248.168  -242260.888       12.720   265.2
3.9800      -242248.181  -242261.871       13.690   285.5
3.9900      -242248.177  -242260.766       12.589   262.5
4.0000      -242248.169  -242261.498       13.329   277.9
4.0100      -242248.150  -242260.934       12.784   266.6
4.0200      -242248.160  -242260.243       12.083   252.0
4.0300      -242248.161  -242261.131       12.971   270.5
4.0400      -242248.155  -242260.652       12.497   260.6
4.0500      -242248.184  -242260.828       12.643   263.6
4.0600      -242248.184  -242260.897       12.712   265.1
4.0700      -242248.192  -242261.226       13.034   271.8
4.0800      -242248.183  -242260.943       12.760   266.1
4.0900      -242248.148  -242260.735       12.587   262.5
4.1000      -242248.175  -242261.010       12.835   267.6
4.1100      -242248.176  -242261.069       12.893   268.9
4.1200      -242248.169  -242260.916       12.747   265.8
4.1300      -242248.159  -242260.777       12.619   263.1
4.1400      -242248.158  -242261.192       13.033   271.8
4.1500      -242248.156  -242261.656       13.499   281.5
4.1600      -242248.173  -242261.261       13.088   272.9
4.1700      -242248.171  -242260.749       12.577   262.3
4.1800      -242248.148  -242261.088       12.940   269.8
4.1900      -242248.181  -242260.998       12.817   267.3
4.2000      -242248.187  -242260.603       12.417   258.9
4.2100      -242248.186  -242261.272       13.086   272.9
4.2200      -242248.167  -242261.290       13.123   273.7
4.2300      -242248.148  -242260.684       12.536   261.4
4.2400      -242248.153  -242260.067       11.914   248.4
4.2500      -242248.183  -242261.550       13.367   278.7
4.2600      -242248.212  -242261.761       13.549   282.5
4.2700      -242248.186  -242261.419       13.233   276.0
4.2800      -242248.161  -242260.875       12.714   265.1
4.2900      -242248.169  -242260.890       12.721   265.3
4.3000      -242248.185  -242261.445       13.261   276.5
4.3100      -242248.177  -242261.000       12.823   267.4
4.3200      -242248.154  -242261.187       13.033   271.8
4.3300      -242248.148  -242260.991       12.843   267.8
4.3400      -242248.143  -242260.804       12.661   264.0
4.3500      -242248.159  -242260.678       12.519   261.1
4.3600      -242248.166  -242260.470       12.304   256.6
4.3700      -242248.183  -242260.573       12.390   258.4
4.3800      -242248.187  -242260.652       12.465   259.9
4.3900      -242248.148  -242259.981       11.833   246.8
4.4000      -242248.153  -242261.638       13.485   281.2
4.4100      -242248.178  -242261.095       12.917   269.4
4.4200      -242248.204  -242261.335       13.132   273.8
4.4300      -242248.194  -242261.494       13.300   277.3
4.4400      -242248.174  -242261.247       13.073   272.6
4.4500      -242248.154  -242260.804       12.650   263.8
4.4600      -242248.149  -242260.759       12.610   263.0
4.4700      -242248.156  -242261.044       12.888   268.7
4.4800      -242248.160  -242260.396       12.236   255.2
4.4900      -242248.184  -242260.148       11.965   249.5
4.5000      -242248.203  -242261.311       13.109   273.3
4.5100      -242248.203  -242261.965       13.762   287.0
4.5200      -242248.163  -242260.805       12.642   263.6
4.5300      -242248.156  -242260.763       12.607   262.9
4.5400      -242248.167  -242261.194       13.028   271.7
4.5500      -242248.175  -242261.382       13.206   275.4
4.5600      -242248.194  -242261.804       13.610   283.8
4.5700      -242248.180  -242260.911       12.731   265.5
4.5800      -242248.172  -242260.748       12.576   262.2
4.5900      -242248.166  -242261.212       13.046   272.1
4.6000      -242248.158  -242260.408       12.249   255.4
4.6100      -242248.176  -242260.777       12.602   262.8
4.6200      -242248.186  -242261.177       12.992   270.9
4.6300      -242248.173  -242261.384       13.211   275.5
4.6400      -242248.165  -242261.315       13.150   274.2
4.6500      -242248.182  -242261.286       13.105   273.3
4.6600      -242248.189  -242261.599       13.410   279.6
4.6700      -242248.191  -242261.451       13.260   276.5
4.6800      -242248.175  -242261.156       12.982   270.7
4.6900      -242248.168  -242260.983       12.815   267.2
4.7000      -242248.172  -242260.592       12.420   259.0
4.7100      -242248.173  -242260.601       12.427   259.1
4.7200      -242248.187  -242261.519       13.331   278.0
4.7300      -242248.187  -242261.429       13.242   276.1
4.7400      -242248.188  -242260.838       12.650   263.8
4.7500      -242248.179  -242261.086       12.907   269.2
4.7600      -242248.164  -242261.065       12.901   269.0
4.7700      -242248.173  -242261.375       13.202   275.3
4.7800      -242248.192  -242261.354       13.162   274.5
4.7900      -242248.194  -242262.323       14.129   294.6
4.8000      -242248.171  -242260.974       12.803   267.0
4.8100      -242248.157  -242260.734       12.577   262.3
4.8200      -242248.164  -242261.828       13.664   284.9
4.8300      -242248.161  -242261.449       13.288   277.1
4.8400      -242248.167  -242260.863       12.697   264.8
4.8500      -242248.171  -242260.955       12.785   266.6
4.8600      -242248.197  -242262.158       13.961   291.1
4.8700      -242248.193  -242261.455       13.262   276.5
4.8800      -242248.179  -242260.894       12.715   265.1
4.8900      -242248.196  -242261.941       13.746   286.6
4.9000      -242248.166  -242260.973       12.807   267.1
4.9100      -242248.177  -242260.164       11.987   250.0
4.9200      -242248.170  -242260.488       12.318   256.9
4.9300      -242248.162  -242260.126       11.965   249.5
4.9400      -242248.151  -242260.645       12.494   260.5
4.9500      -242248.155  -242260.774       12.619   263.1
4.9600      -242248.174  -242261.243       13.069   272.5
4.9700      -242248.174  -242260.902       12.728   265.4
4.9800      -242248.164  -242260.666       12.503   260.7
4.9900      -242248.154  -242260.654       12.500   260.7
5.0000      -242248.170  -242261.217       13.047   272.1
5.0100      -242248.170  -242260.462       12.293   256.3
5.0200      -242248.173  -242260.601       12.428   259.2
5.0300      -242248.172  -242260.920       12.748   265.8
5.0400      -242248.173  -242260.352       12.179   254.0
5.0500      -242248.191  -242260.941       12.750   265.9
5.0600      -242248.179  -242260.436       12.257   255.6
5.0700      -242248.177  -242261.560       13.382   279.1
5.0800      -242248.172  -242261.474       13.302   277.4
5.0900      -242248.177  -242261.271       13.094   273.0
5.1000      -242248.179  -242261.756       13.577   283.1
5.1100      -242248.173  -242261.396       13.223   275.7
5.1200      -242248.184  -242261.549       13.364   278.7
5.1300      -242248.176  -242260.970       12.794   266.8
5.1400      -242248.155  -242260.281       12.126   252.9
5.1500      -242248.159  -242261.709       13.550   282.5
5.1600      -242248.155  -242261.001       12.846   267.9
5.1700      -242248.184  -242262.617       14.433   301.0
5.1800      -242248.179  -242261.738       13.559   282.7
5.1900      -242248.168  -242261.099       12.931   269.6
5.2000      -242248.176  -242262.162       13.986   291.6
5.2100      -242248.181  -242261.300       13.118   273.5
5.2200      -242248.180  -242261.427       13.248   276.2
5.2300      -242248.187  -242261.630       13.443   280.3
5.2400      -242248.189  -242261.429       13.240   276.1
5.2500      -242248.201  -242262.412       14.211   296.3
5.2600      -242248.183  -242261.861       13.678   285.2
5.2700      -242248.162  -242262.231       14.069   293.4
5.2800      -242248.170  -242261.518       13.348   278.3
5.2900      -242248.179  -242261.735       13.557   282.7
5.3000      -242248.179  -242262.214       14.034   292.7
5.3100      -242248.159  -242261.583       13.424   279.9
5.3200      -242248.161  -242261.402       13.241   276.1
5.3300      -242248.171  -242261.721       13.550   282.5
5.3400      -242248.168  -242261.537       13.369   278.8
5.3500      -242248.169  -242261.828       13.659   284.8
5.3600      -242248.190  -242261.800       13.610   283.8
5.3700      -242248.198  -242261.450       13.252   276.3
5.3800      -242248.178  -242261.943       13.766   287.1
5.3900      -242248.179  -242261.206       13.028   271.7
5.4000      -242248.186  -242261.129       12.943   269.9
5.4100      -242248.198  -242260.957       12.759   266.1
5.4200      -242248.188  -242261.592       13.404   279.5
5.4300      -242248.155  -242260.075       11.920   248.6
5.4400      -242248.152  -242260.122       11.970   249.6
5.4500      -242248.158  -242260.130       11.973   249.7
5.4600      -242248.170  -242260.922       12.752   265.9
5.4700      -242248.185  -242261.248       13.063   272.4
5.4800      -242248.188  -242261.515       13.327   277.9
5.4900      -242248.162  -242261.845       13.683   285.3
5.5000      -242248.145  -242260.875       12.730   265.5
5.5100      -242248.174  -242261.135       12.962   270.3
5.5200      -242248.187  -242261.049       12.862   268.2
5.5300      -242248.173  -242260.330       12.157   253.5
5.5400      -242248.172  -242261.224       13.052   272.2
5.5500      -242248.158  -242260.502       12.344   257.4
5.5600      -242248.163  -242260.936       12.773   266.4
