Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.4800      -219590.285  -219598.647        8.362   188.6
5.4900      -219590.292  -219599.011        8.719   196.7
5.5000      -219590.295  -219599.292        8.997   202.9
5.5100      -219590.299  -219599.186        8.887   200.4
5.5200      -219590.297  -219599.586        9.289   209.5
5.5300      -219590.287  -219599.182        8.895   200.6
5.5400      -219590.296  -219599.313        9.017   203.4
5.5500      -219590.301  -219599.228        8.926   201.3
5.5600      -219590.300  -219599.904        9.604   216.6
5.5700      -219590.296  -219599.819        9.523   214.8
5.5800      -219590.290  -219599.279        8.989   202.8
5.5900      -219590.295  -219599.486        9.190   207.3
5.6000      -219590.301  -219599.536        9.235   208.3
5.6100      -219590.304  -219599.895        9.591   216.3
5.6200      -219590.295  -219600.117        9.823   221.6
5.6300      -219590.288  -219600.076        9.788   220.8
5.6400      -219590.292  -219600.099        9.807   221.2
5.6500      -219590.295  -219599.730        9.435   212.8
5.6600      -219590.293  -219599.658        9.365   211.2
5.6700      -219590.293  -219599.714        9.420   212.5
5.6800      -219590.296  -219600.079        9.782   220.6
5.6900      -219590.295  -219599.227        8.932   201.5
5.7000      -219590.291  -219599.070        8.780   198.0
5.7100      -219590.293  -219599.349        9.057   204.3
5.7200      -219590.299  -219599.482        9.183   207.1
5.7300      -219590.296  -219599.398        9.102   205.3
5.7400      -219590.286  -219598.939        8.653   195.2
5.7500      -219590.294  -219599.496        9.202   207.6
5.7600      -219590.301  -219599.769        9.468   213.5
5.7700      -219590.299  -219599.830        9.531   215.0
5.7800      -219590.299  -219600.118        9.819   221.5
5.7900      -219590.298  -219599.976        9.678   218.3
5.8000      -219590.294  -219599.471        9.178   207.0
5.8100      -219590.296  -219599.495        9.199   207.5
5.8200      -219590.298  -219599.666        9.367   211.3
5.8300      -219590.297  -219599.625        9.327   210.4
5.8400      -219590.302  -219600.034        9.732   219.5
5.8500      -219590.300  -219600.069        9.769   220.3
5.8600      -219590.299  -219599.845        9.546   215.3
5.8700      -219590.297  -219599.777        9.479   213.8
5.8800      -219590.290  -219599.501        9.211   207.7
5.8900      -219590.287  -219599.422        9.135   206.0
5.9000      -219590.298  -219599.763        9.465   213.5
5.9100      -219590.308  -219600.046        9.738   219.6
5.9200      -219590.303  -219599.928        9.625   217.1
5.9300      -219590.291  -219599.145        8.854   199.7
5.9400      -219590.291  -219599.018        8.726   196.8
5.9500      -219590.295  -219599.241        8.946   201.8
5.9600      -219590.297  -219599.673        9.375   211.5
5.9700      -219590.296  -219599.407        9.111   205.5
5.9800      -219590.298  -219599.395        9.097   205.2
5.9900      -219590.301  -219599.755        9.454   213.2
6.0000      -219590.301  -219599.743        9.442   213.0
6.0100      -219590.296  -219599.282        8.985   202.7
6.0200      -219590.292  -219599.516        9.224   208.0
6.0300      -219590.288  -219598.963        8.674   195.6
6.0400      -219590.300  -219599.599        9.300   209.8
6.0500      -219590.300  -219599.199        8.899   200.7
6.0600      -219590.300  -219599.855        9.555   215.5
6.0700      -219590.299  -219600.174        9.876   222.7
6.0800      -219590.301  -219600.393       10.092   227.6
6.0900      -219590.299  -219599.912        9.613   216.8
6.1000      -219590.301  -219599.800        9.498   214.2
6.1100      -219590.298  -219599.540        9.242   208.5
6.1200      -219590.295  -219599.570        9.276   209.2
6.1300      -219590.287  -219598.976        8.689   196.0
6.1400      -219590.288  -219600.029        9.741   219.7
6.1500      -219590.294  -219600.303       10.010   225.8
6.1600      -219590.302  -219600.371       10.069   227.1
6.1700      -219590.301  -219600.195        9.894   223.2
6.1800      -219590.292  -219599.751        9.459   213.3
6.1900      -219590.288  -219599.507        9.219   207.9
6.2000      -219590.290  -219599.592        9.302   209.8
6.2100      -219590.298  -219599.842        9.544   215.3
6.2200      -219590.304  -219599.991        9.688   218.5
6.2300      -219590.305  -219599.976        9.671   218.1
6.2400      -219590.298  -219600.076        9.778   220.5
6.2500      -219590.296  -219600.304       10.008   225.7
6.2600      -219590.293  -219599.778        9.485   213.9
6.2700      -219590.300  -219600.190        9.890   223.1
6.2800      -219590.303  -219599.623        9.320   210.2
6.2900      -219590.300  -219599.688        9.389   211.8
6.3000      -219590.291  -219599.430        9.140   206.1
6.3100      -219590.296  -219600.034        9.738   219.6
6.3200      -219590.297  -219599.883        9.586   216.2
6.3300      -219590.292  -219599.605        9.313   210.0
6.3400      -219590.292  -219600.121        9.829   221.7
6.3500      -219590.295  -219600.234        9.938   224.2
6.3600      -219590.305  -219600.419       10.114   228.1
6.3700      -219590.312  -219600.469       10.157   229.1
6.3800      -219590.301  -219599.993        9.692   218.6
6.3900      -219590.288  -219599.485        9.197   207.4
6.4000      -219590.296  -219600.283        9.987   225.3
6.4100      -219590.296  -219599.730        9.434   212.8
6.4200      -219590.291  -219599.865        9.574   215.9
6.4300      -219590.289  -219600.345       10.056   226.8
6.4400      -219590.292  -219600.381       10.089   227.5
6.4500      -219590.299  -219600.022        9.723   219.3
6.4600      -219590.306  -219600.323       10.017   225.9
6.4700      -219590.306  -219599.829        9.523   214.8
6.4800      -219590.300  -219599.858        9.558   215.6
6.4900      -219590.290  -219599.706        9.416   212.4
6.5000      -219590.293  -219600.128        9.835   221.8
6.5100      -219590.298  -219600.146        9.848   222.1
6.5200      -219590.306  -219600.478       10.172   229.4
6.5300      -219590.305  -219600.291        9.986   225.2
6.5400      -219590.302  -219600.955       10.652   240.3
6.5500      -219590.294  -219600.775       10.482   236.4
6.5600      -219590.301  -219600.629       10.328   232.9
6.5700      -219590.304  -219600.673       10.369   233.9
6.5800      -219590.294  -219600.579       10.286   232.0
6.5900      -219590.287  -219600.727       10.440   235.5
6.6000      -219590.296  -219600.618       10.321   232.8
6.6100      -219590.308  -219600.522       10.214   230.4
6.6200      -219590.299  -219600.193        9.893   223.1
6.6300      -219590.291  -219599.702        9.411   212.3
6.6400      -219590.295  -219600.195        9.900   223.3
6.6500      -219590.293  -219599.976        9.683   218.4
6.6600      -219590.295  -219599.871        9.577   216.0
6.6700      -219590.302  -219599.853        9.551   215.4
6.6800      -219590.307  -219600.165        9.858   222.3
6.6900      -219590.289  -219599.504        9.215   207.8
6.7000      -219590.292  -219600.046        9.754   220.0
6.7100      -219590.302  -219599.780        9.478   213.8
6.7200      -219590.307  -219600.259        9.953   224.5
6.7300      -219590.305  -219600.246        9.941   224.2
6.7400      -219590.300  -219599.880        9.580   216.1
6.7500      -219590.302  -219600.361       10.059   226.9
6.7600      -219590.298  -219599.988        9.690   218.6
6.7700      -219590.305  -219600.380       10.075   227.2
6.7800      -219590.297  -219599.910        9.613   216.8
6.7900      -219590.288  -219600.101        9.813   221.3
6.8000      -219590.296  -219600.436       10.140   228.7
6.8100      -219590.306  -219600.083        9.777   220.5
6.8200      -219590.305  -219600.056        9.751   219.9
6.8300      -219590.289  -219599.804        9.516   214.6
6.8400      -219590.293  -219599.719        9.425   212.6
6.8500      -219590.313  -219599.800        9.487   214.0
6.8600      -219590.313  -219599.689        9.375   211.5
6.8700      -219590.296  -219599.412        9.116   205.6
6.8800      -219590.286  -219599.884        9.598   216.5
6.8900      -219590.288  -219599.973        9.684   218.4
6.9000      -219590.294  -219600.149        9.855   222.3
6.9100      -219590.303  -219600.214        9.911   223.5
6.9200      -219590.304  -219600.336       10.033   226.3
6.9300      -219590.290  -219599.929        9.639   217.4
6.9400      -219590.288  -219599.653        9.365   211.2
6.9500      -219590.299  -219599.795        9.497   214.2
6.9600      -219590.297  -219600.016        9.719   219.2
6.9700      -219590.287  -219600.328       10.041   226.5
6.9800      -219590.292  -219600.319       10.027   226.2
6.9900      -219590.297  -219600.033        9.737   219.6
7.0000      -219590.303  -219599.842        9.540   215.2
7.0100      -219590.313  -219600.936       10.623   239.6
7.0200      -219590.309  -219600.725       10.417   234.9
7.0300      -219590.291  -219599.643        9.352   210.9
7.0400      -219590.291  -219599.974        9.683   218.4
7.0500      -219590.305  -219600.090        9.785   220.7
7.0600      -219590.305  -219599.788        9.483   213.9
7.0700      -219590.290  -219599.547        9.257   208.8
7.0800      -219590.296  -219599.685        9.389   211.8
7.0900      -219590.308  -219599.439        9.131   205.9
7.1000      -219590.307  -219600.300        9.993   225.4
7.1100      -219590.297  -219599.708        9.411   212.3
7.1200      -219590.295  -219599.928        9.633   217.3
7.1300      -219590.292  -219599.922        9.630   217.2
7.1400      -219590.294  -219600.040        9.746   219.8
7.1500      -219590.298  -219599.657        9.359   211.1
7.1600      -219590.309  -219600.140        9.831   221.7
7.1700      -219590.302  -219600.476       10.174   229.5
7.1800      -219590.289  -219599.809        9.520   214.7
7.1900      -219590.305  -219600.021        9.716   219.2
7.2000      -219590.306  -219599.529        9.223   208.0
7.2100      -219590.296  -219599.521        9.226   208.1
7.2200      -219590.295  -219599.937        9.643   217.5
7.2300      -219590.296  -219599.633        9.336   210.6
7.2400      -219590.304  -219599.983        9.679   218.3
7.2500      -219590.304  -219599.441        9.137   206.1
7.2600      -219590.302  -219599.994        9.692   218.6
7.2700      -219590.294  -219599.867        9.573   215.9
7.2800      -219590.294  -219599.971        9.677   218.3
7.2900      -219590.304  -219600.155        9.851   222.2
7.3000      -219590.308  -219600.116        9.809   221.2
7.3100      -219590.296  -219599.180        8.884   200.4
7.3200      -219590.301  -219599.161        8.860   199.8
7.3300      -219590.305  -219599.714        9.410   212.2
7.3400      -219590.303  -219599.793        9.489   214.0
7.3500      -219590.300  -219599.403        9.103   205.3
7.3600      -219590.294  -219599.687        9.393   211.9
7.3700      -219590.291  -219599.924        9.634   217.3
7.3800      -219590.299  -219600.108        9.808   221.2
7.3900      -219590.312  -219600.025        9.713   219.1
7.4000      -219590.308  -219599.343        9.035   203.8
7.4100      -219590.305  -219600.331       10.026   226.1
7.4200      -219590.299  -219600.387       10.087   227.5
7.4300      -219590.299  -219599.514        9.216   207.9
7.4400      -219590.304  -219600.038        9.734   219.5
7.4500      -219590.301  -219599.623        9.323   210.3
7.4600      -219590.303  -219599.789        9.485   213.9
7.4700      -219590.294  -219599.442        9.147   206.3
7.4800      -219590.292  -219600.168        9.876   222.8
7.4900      -219590.292  -219599.711        9.419   212.5
7.5000      -219590.304  -219599.825        9.522   214.8
7.5100      -219590.310  -219600.011        9.701   218.8
7.5200      -219590.307  -219600.544       10.236   230.9
7.5300      -219590.300  -219600.123        9.823   221.5
7.5400      -219590.298  -219600.236        9.938   224.1
7.5500      -219590.304  -219600.463       10.159   229.1
7.5600      -219590.300  -219599.906        9.606   216.7
7.5700      -219590.297  -219600.160        9.863   222.5
7.5800      -219590.293  -219600.280        9.987   225.3
7.5900      -219590.296  -219600.018        9.722   219.3
7.6000      -219590.298  -219599.638        9.340   210.7
7.6100      -219590.292  -219599.999        9.707   218.9
7.6200      -219590.289  -219600.174        9.885   223.0
7.6300      -219590.301  -219600.228        9.927   223.9
7.6400      -219590.307  -219599.957        9.650   217.7
7.6500      -219590.299  -219599.772        9.472   213.7
7.6600      -219590.299  -219599.840        9.541   215.2
7.6700      -219590.308  -219600.196        9.888   223.0
7.6800      -219590.306  -219599.798        9.493   214.1
7.6900      -219590.302  -219600.060        9.759   220.1
7.7000      -219590.301  -219600.139        9.837   221.9
7.7100      -219590.301  -219599.787        9.486   214.0
7.7200      -219590.298  -219599.609        9.312   210.0
7.7300      -219590.295  -219599.777        9.481   213.9
7.7400      -219590.300  -219600.112        9.812   221.3
7.7500      -219590.300  -219599.804        9.504   214.4
7.7600      -219590.302  -219599.890        9.588   216.3
7.7700      -219590.306  -219600.198        9.892   223.1
7.7800      -219590.303  -219600.209        9.906   223.4
7.7900      -219590.296  -219599.923        9.627   217.1
7.8000      -219590.295  -219599.882        9.587   216.2
7.8100      -219590.307  -219600.562       10.255   231.3
7.8200      -219590.311  -219600.626       10.315   232.7
7.8300      -219590.305  -219600.133        9.828   221.7
7.8400      -219590.305  -219600.430       10.125   228.4
7.8500      -219590.306  -219600.417       10.111   228.1
7.8600      -219590.305  -219600.908       10.603   239.2
7.8700      -219590.296  -219599.923        9.627   217.1
7.8800      -219590.300  -219599.935        9.635   217.3
7.8900      -219590.296  -219599.868        9.572   215.9
7.9000      -219590.296  -219599.877        9.581   216.1
7.9100      -219590.304  -219600.007        9.703   218.8
7.9200      -219590.312  -219600.590       10.279   231.8
7.9300      -219590.305  -219599.722        9.417   212.4
7.9400      -219590.304  -219599.535        9.231   208.2
7.9500      -219590.307  -219600.034        9.727   219.4
7.9600      -219590.302  -219599.912        9.610   216.7
7.9700      -219590.295  -219599.482        9.186   207.2
7.9800      -219590.301  -219599.843        9.543   215.2
7.9900      -219590.307  -219599.879        9.572   215.9
8.0000      -219590.307  -219600.135        9.827   221.7
8.0100      -219590.310  -219600.231        9.921   223.8
8.0200      -219590.308  -219600.212        9.904   223.4
8.0300      -219590.300  -219599.833        9.533   215.0
8.0400      -219590.299  -219600.088        9.789   220.8
8.0500      -219590.302  -219599.679        9.377   211.5
8.0600      -219590.310  -219600.066        9.756   220.0
8.0700      -219590.310  -219600.474       10.164   229.2
8.0800      -219590.306  -219599.909        9.602   216.6
8.0900      -219590.300  -219599.821        9.521   214.8
8.1000      -219590.295  -219600.331       10.036   226.4
8.1100      -219590.303  -219600.336       10.033   226.3
8.1200      -219590.307  -219599.872        9.565   215.7
8.1300      -219590.309  -219599.771        9.462   213.4
8.1400      -219590.301  -219599.990        9.689   218.5
8.1500      -219590.296  -219599.913        9.616   216.9
8.1600      -219590.299  -219600.227        9.928   223.9
8.1700      -219590.300  -219600.015        9.715   219.1
8.1800      -219590.304  -219600.441       10.137   228.6
8.1900      -219590.303  -219600.615       10.312   232.6
8.2000      -219590.303  -219600.288        9.985   225.2
8.2100      -219590.296  -219599.967        9.671   218.1
8.2200      -219590.298  -219600.827       10.529   237.5
8.2300      -219590.301  -219600.325       10.024   226.1
8.2400      -219590.306  -219600.150        9.844   222.0
8.2500      -219590.311  -219600.549       10.238   230.9
8.2600      -219590.307  -219600.483       10.175   229.5
8.2700      -219590.297  -219600.125        9.827   221.7
8.2800      -219590.300  -219600.454       10.154   229.0
8.2900      -219590.306  -219599.953        9.648   217.6
8.3000      -219590.309  -219600.009        9.700   218.8
8.3100      -219590.306  -219600.759       10.453   235.8
8.3200      -219590.295  -219600.536       10.241   231.0
8.3300      -219590.294  -219600.106        9.812   221.3
8.3400      -219590.302  -219600.507       10.205   230.2
8.3500      -219590.303  -219600.888       10.585   238.8
8.3600      -219590.293  -219599.886        9.593   216.4
8.3700      -219590.302  -219600.176        9.874   222.7
8.3800      -219590.313  -219600.723       10.410   234.8
8.3900      -219590.309  -219601.321       11.011   248.4
8.4000      -219590.300  -219601.210       10.910   246.1
8.4100      -219590.295  -219600.335       10.040   226.5
8.4200      -219590.300  -219600.434       10.135   228.6
8.4300      -219590.308  -219600.560       10.252   231.2
8.4400      -219590.302  -219600.072        9.771   220.4
8.4500      -219590.294  -219599.887        9.593   216.4
8.4600      -219590.303  -219599.947        9.644   217.5
8.4700      -219590.309  -219600.755       10.445   235.6
8.4800      -219590.295  -219600.378       10.082   227.4
8.4900      -219590.294  -219600.597       10.302   232.4
8.5000      -219590.304  -219600.835       10.531   237.5
8.5100      -219590.299  -219600.307       10.008   225.7
8.5200      -219590.303  -219600.273        9.970   224.9
8.5300      -219590.307  -219600.559       10.252   231.2
8.5400      -219590.302  -219599.913        9.611   216.8
8.5500      -219590.307  -219600.500       10.194   229.9
8.5600      -219590.303  -219600.203        9.900   223.3
8.5700      -219590.301  -219600.442       10.141   228.7
8.5800      -219590.301  -219600.439       10.137   228.6
8.5900      -219590.306  -219600.626       10.320   232.8
8.6000      -219590.311  -219600.776       10.466   236.1
8.6100      -219590.299  -219600.240        9.940   224.2
8.6200      -219590.289  -219599.856        9.568   215.8
8.6300      -219590.301  -219600.325       10.024   226.1
8.6400      -219590.309  -219600.986       10.677   240.8
8.6500      -219590.309  -219600.744       10.436   235.4
8.6600      -219590.306  -219600.029        9.723   219.3
8.6700      -219590.311  -219600.727       10.416   234.9
8.6800      -219590.305  -219600.211        9.906   223.4
8.6900      -219590.304  -219600.137        9.833   221.8
8.7000      -219590.301  -219600.154        9.853   222.2
8.7100      -219590.296  -219599.728        9.432   212.7
8.7200      -219590.304  -219600.351       10.047   226.6
8.7300      -219590.305  -219600.319       10.014   225.9
8.7400      -219590.306  -219600.268        9.962   224.7
8.7500      -219590.302  -219600.261        9.959   224.6
8.7600      -219590.300  -219600.049        9.749   219.9
8.7700      -219590.304  -219599.966        9.662   217.9
8.7800      -219590.304  -219600.182        9.878   222.8
8.7900      -219590.313  -219600.209        9.895   223.2
8.8000      -219590.319  -219600.138        9.819   221.5
8.8100      -219590.308  -219600.783       10.475   236.3
8.8200      -219590.289  -219600.630       10.340   233.2
8.8300      -219590.289  -219600.129        9.840   221.9
8.8400      -219590.302  -219600.415       10.113   228.1
8.8500      -219590.307  -219600.239        9.932   224.0
8.8600      -219590.306  -219600.517       10.211   230.3
8.8700      -219590.306  -219600.049        9.743   219.8
8.8800      -219590.309  -219599.572        9.263   208.9
8.8900      -219590.301  -219600.050        9.749   219.9
8.9000      -219590.296  -219600.450       10.154   229.0
8.9100      -219590.293  -219599.805        9.512   214.5
8.9200      -219590.298  -219600.303       10.005   225.7
8.9300      -219590.309  -219600.361       10.052   226.7
8.9400      -219590.318  -219600.569       10.252   231.2
8.9500      -219590.307  -219600.371       10.064   227.0
8.9600      -219590.295  -219600.294        9.999   225.5
8.9700      -219590.296  -219599.629        9.333   210.5
8.9800      -219590.309  -219600.362       10.053   226.7
8.9900      -219590.308  -219600.433       10.124   228.4
9.0000      -219590.301  -219600.570       10.269   231.6
9.0100      -219590.296  -219600.525       10.229   230.7
9.0200      -219590.308  -219600.469       10.160   229.2
9.0300      -219590.317  -219600.525       10.209   230.3
9.0400      -219590.302  -219600.202        9.900   223.3
9.0500      -219590.300  -219600.432       10.132   228.5
9.0600      -219590.305  -219600.393       10.089   227.5
9.0700      -219590.302  -219600.375       10.072   227.2
9.0800      -219590.305  -219601.158       10.853   244.8
9.0900      -219590.294  -219599.871        9.577   216.0
9.1000      -219590.303  -219599.987        9.684   218.4
9.1100      -219590.311  -219600.348       10.038   226.4
9.1200      -219590.305  -219599.890        9.586   216.2
9.1300      -219590.298  -219600.200        9.902   223.3
9.1400      -219590.297  -219599.268        8.971   202.3
9.1500      -219590.311  -219599.885        9.574   215.9
9.1600      -219590.314  -219600.623       10.309   232.5
9.1700      -219590.303  -219599.998        9.695   218.7
9.1800      -219590.304  -219600.925       10.621   239.5
9.1900      -219590.305  -219600.845       10.540   237.7
9.2000      -219590.312  -219600.860       10.548   237.9
9.2100      -219590.302  -219600.811       10.510   237.0
9.2200      -219590.300  -219600.394       10.094   227.7
9.2300      -219590.315  -219600.615       10.300   232.3
9.2400      -219590.308  -219600.624       10.315   232.7
9.2500      -219590.303  -219600.397       10.094   227.7
9.2600      -219590.291  -219600.321       10.030   226.2
9.2700      -219590.296  -219599.977        9.681   218.4
9.2800      -219590.304  -219600.133        9.829   221.7
9.2900      -219590.304  -219599.729        9.425   212.6
9.3000      -219590.307  -219600.246        9.939   224.2
9.3100      -219590.311  -219601.002       10.691   241.1
9.3200      -219590.303  -219600.167        9.864   222.5
9.3300      -219590.302  -219600.133        9.831   221.7
9.3400      -219590.299  -219600.159        9.860   222.4
9.3500      -219590.304  -219600.692       10.388   234.3
9.3600      -219590.313  -219601.168       10.855   244.8
9.3700      -219590.308  -219600.763       10.455   235.8
9.3800      -219590.302  -219600.409       10.107   228.0
9.3900      -219590.300  -219600.299        9.998   225.5
9.4000      -219590.307  -219600.837       10.530   237.5
9.4100      -219590.308  -219600.711       10.403   234.6
9.4200      -219590.304  -219600.446       10.141   228.7
9.4300      -219590.302  -219600.507       10.204   230.2
9.4400      -219590.308  -219601.011       10.703   241.4
9.4500      -219590.307  -219600.390       10.083   227.4
9.4600      -219590.308  -219600.213        9.904   223.4
9.4700      -219590.308  -219600.332       10.024   226.1
9.4800      -219590.303  -219600.263        9.960   224.6
9.4900      -219590.305  -219600.718       10.413   234.9
9.5000      -219590.302  -219600.970       10.668   240.6
9.5100      -219590.302  -219600.771       10.470   236.1
9.5200      -219590.303  -219600.714       10.411   234.8
9.5300      -219590.303  -219600.503       10.200   230.1
9.5400      -219590.296  -219600.314       10.018   225.9
9.5500      -219590.295  -219600.645       10.351   233.5
9.5600      -219590.300  -219600.230        9.930   224.0
9.5700      -219590.307  -219600.286        9.979   225.1
9.5800      -219590.305  -219600.539       10.234   230.8
9.5900      -219590.304  -219600.902       10.598   239.0
9.6000      -219590.302  -219600.445       10.143   228.8
9.6100      -219590.292  -219599.471        9.180   207.0
9.6200      -219590.302  -219600.444       10.142   228.7
9.6300      -219590.304  -219600.686       10.382   234.2
9.6400      -219590.303  -219600.947       10.644   240.1
9.6500      -219590.301  -219600.250        9.949   224.4
9.6600      -219590.299  -219599.721        9.422   212.5
9.6700      -219590.302  -219600.659       10.357   233.6
9.6800      -219590.304  -219600.610       10.306   232.5
9.6900      -219590.315  -219601.211       10.896   245.8
9.7000      -219590.316  -219600.507       10.190   229.8
9.7100      -219590.313  -219600.321       10.008   225.7
9.7200      -219590.303  -219600.095        9.793   220.9
9.7300      -219590.300  -219600.110        9.810   221.3
9.7400      -219590.299  -219600.173        9.873   222.7
9.7500      -219590.310  -219600.934       10.624   239.6
9.7600      -219590.312  -219600.303        9.992   225.4
9.7700      -219590.304  -219600.405       10.101   227.8
9.7800      -219590.297  -219600.292        9.996   225.5
9.7900      -219590.295  -219600.031        9.736   219.6
9.8000      -219590.301  -219600.533       10.231   230.8
9.8100      -219590.303  -219600.619       10.316   232.7
9.8200      -219590.301  -219600.335       10.034   226.3
9.8300      -219590.297  -219600.179        9.882   222.9
9.8400      -219590.299  -219600.716       10.416   234.9
9.8500      -219590.300  -219600.470       10.170   229.4
9.8600      -219590.312  -219601.434       11.121   250.8
9.8700      -219590.316  -219601.005       10.689   241.1
9.8800      -219590.318  -219601.063       10.745   242.3
9.8900      -219590.314  -219600.528       10.214   230.4
9.9000      -219590.306  -219600.423       10.117   228.2
9.9100      -219590.297  -219600.142        9.845   222.1
9.9200      -219590.296  -219599.961        9.665   218.0
9.9300      -219590.298  -219600.168        9.871   222.6
9.9400      -219590.299  -219600.154        9.855   222.3
9.9500      -219590.307  -219600.430       10.123   228.3
9.9600      -219590.305  -219600.138        9.833   221.8
9.9700      -219590.297  -219600.244        9.946   224.3
9.9800      -219590.292  -219599.394        9.101   205.3
9.9900      -219590.302  -219599.981        9.679   218.3
10.0000     -219590.309  -219600.499       10.190   229.8
