Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.5400      -201778.663  -201788.414        9.752   246.5
5.5500      -201778.669  -201788.805       10.136   256.3
5.5600      -201778.670  -201788.902       10.232   258.7
5.5700      -201778.671  -201789.024       10.353   261.7
5.5800      -201778.674  -201788.585        9.911   250.6
5.5900      -201778.669  -201788.215        9.546   241.3
5.6000      -201778.671  -201789.319       10.648   269.2
5.6100      -201778.667  -201789.185       10.518   265.9
5.6200      -201778.658  -201789.032       10.374   262.3
5.6300      -201778.653  -201788.639        9.986   252.5
5.6400      -201778.665  -201789.602       10.937   276.5
5.6500      -201778.666  -201789.040       10.374   262.3
5.6600      -201778.665  -201788.760       10.095   255.2
5.6700      -201778.665  -201788.780       10.114   255.7
5.6800      -201778.671  -201788.395        9.724   245.8
5.6900      -201778.674  -201788.218        9.544   241.3
5.7000      -201778.672  -201788.463        9.791   247.5
5.7100      -201778.664  -201788.154        9.490   239.9
5.7200      -201778.664  -201788.346        9.682   244.8
5.7300      -201778.662  -201788.469        9.806   247.9
5.7400      -201778.668  -201788.875       10.207   258.1
5.7500      -201778.672  -201788.919       10.247   259.1
5.7600      -201778.667  -201788.731       10.064   254.4
5.7700      -201778.662  -201788.683       10.021   253.4
5.7800      -201778.671  -201789.050       10.379   262.4
5.7900      -201778.672  -201788.957       10.285   260.0
5.8000      -201778.670  -201789.030       10.359   261.9
5.8100      -201778.677  -201789.163       10.486   265.1
5.8200      -201778.675  -201789.314       10.639   269.0
5.8300      -201778.665  -201788.982       10.318   260.9
5.8400      -201778.654  -201789.032       10.377   262.4
5.8500      -201778.657  -201788.347        9.690   245.0
5.8600      -201778.665  -201788.541        9.876   249.7
5.8700      -201778.670  -201788.460        9.790   247.5
5.8800      -201778.677  -201789.158       10.481   265.0
5.8900      -201778.674  -201789.240       10.566   267.1
5.9000      -201778.663  -201789.135       10.472   264.7
5.9100      -201778.654  -201788.480        9.826   248.4
5.9200      -201778.664  -201788.994       10.329   261.1
5.9300      -201778.675  -201789.095       10.420   263.4
5.9400      -201778.676  -201789.145       10.469   264.7
5.9500      -201778.666  -201788.518        9.851   249.1
5.9600      -201778.666  -201789.146       10.479   264.9
5.9700      -201778.665  -201789.090       10.425   263.6
5.9800      -201778.664  -201789.059       10.396   262.8
5.9900      -201778.667  -201789.672       11.005   278.2
6.0000      -201778.667  -201788.673       10.006   253.0
6.0100      -201778.666  -201788.452        9.786   247.4
6.0200      -201778.657  -201788.452        9.795   247.6
6.0300      -201778.667  -201788.852       10.186   257.5
6.0400      -201778.679  -201789.352       10.673   269.8
6.0500      -201778.674  -201789.090       10.416   263.3
6.0600      -201778.659  -201788.130        9.471   239.5
6.0700      -201778.653  -201787.941        9.288   234.8
6.0800      -201778.666  -201788.687       10.022   253.4
6.0900      -201778.680  -201789.425       10.745   271.7
6.1000      -201778.683  -201789.135       10.452   264.3
6.1100      -201778.679  -201788.643        9.964   251.9
6.1200      -201778.670  -201788.804       10.134   256.2
6.1300      -201778.679  -201789.183       10.504   265.6
6.1400      -201778.675  -201789.277       10.602   268.0
6.1500      -201778.667  -201789.169       10.502   265.5
6.1600      -201778.660  -201788.446        9.786   247.4
6.1700      -201778.650  -201787.880        9.229   233.3
6.1800      -201778.657  -201788.580        9.923   250.9
6.1900      -201778.665  -201789.033       10.368   262.1
6.2000      -201778.672  -201789.035       10.363   262.0
6.2100      -201778.676  -201788.418        9.742   246.3
6.2200      -201778.675  -201788.508        9.834   248.6
6.2300      -201778.667  -201788.565        9.898   250.2
6.2400      -201778.663  -201788.119        9.457   239.1
6.2500      -201778.668  -201788.569        9.901   250.3
6.2600      -201778.668  -201788.963       10.295   260.3
6.2700      -201778.662  -201788.089        9.427   238.3
6.2800      -201778.660  -201788.082        9.422   238.2
6.2900      -201778.660  -201788.748       10.088   255.1
6.3000      -201778.656  -201788.908       10.252   259.2
6.3100      -201778.656  -201788.093        9.437   238.6
6.3200      -201778.669  -201789.052       10.383   262.5
6.3300      -201778.670  -201788.935       10.265   259.5
6.3400      -201778.674  -201789.193       10.519   265.9
6.3500      -201778.677  -201789.172       10.495   265.3
6.3600      -201778.671  -201788.222        9.551   241.5
6.3700      -201778.681  -201789.232       10.551   266.8
6.3800      -201778.680  -201789.499       10.819   273.5
6.3900      -201778.667  -201789.124       10.457   264.4
6.4000      -201778.659  -201788.563        9.905   250.4
6.4100      -201778.661  -201788.383        9.722   245.8
6.4200      -201778.665  -201788.524        9.860   249.3
6.4300      -201778.668  -201788.899       10.231   258.7
6.4400      -201778.663  -201788.716       10.052   254.1
6.4500      -201778.665  -201788.940       10.275   259.8
6.4600      -201778.668  -201788.865       10.197   257.8
6.4700      -201778.658  -201788.535        9.877   249.7
6.4800      -201778.666  -201788.897       10.231   258.7
6.4900      -201778.675  -201789.440       10.765   272.2
6.5000      -201778.678  -201789.538       10.859   274.5
6.5100      -201778.670  -201788.501        9.832   248.6
6.5200      -201778.669  -201789.079       10.410   263.2
6.5300      -201778.668  -201789.241       10.572   267.3
6.5400      -201778.677  -201789.566       10.889   275.3
6.5500      -201778.678  -201789.298       10.620   268.5
6.5600      -201778.681  -201789.090       10.409   263.2
6.5700      -201778.676  -201788.717       10.041   253.9
6.5800      -201778.671  -201789.103       10.432   263.7
6.5900      -201778.669  -201788.802       10.133   256.2
6.6000      -201778.680  -201789.352       10.673   269.8
6.6100      -201778.679  -201789.155       10.476   264.9
6.6200      -201778.673  -201789.404       10.732   271.3
6.6300      -201778.669  -201788.728       10.059   254.3
6.6400      -201778.667  -201788.314        9.647   243.9
6.6500      -201778.665  -201788.243        9.577   242.1
6.6600      -201778.668  -201788.707       10.039   253.8
6.6700      -201778.675  -201788.662        9.988   252.5
6.6800      -201778.674  -201788.443        9.769   247.0
6.6900      -201778.668  -201788.897       10.228   258.6
6.7000      -201778.665  -201788.269        9.604   242.8
6.7100      -201778.676  -201788.661        9.984   252.4
6.7200      -201778.675  -201788.486        9.811   248.1
6.7300      -201778.676  -201788.880       10.203   258.0
6.7400      -201778.672  -201788.832       10.160   256.9
6.7500      -201778.665  -201788.503        9.838   248.7
6.7600      -201778.669  -201789.121       10.451   264.2
6.7700      -201778.663  -201788.015        9.351   236.4
6.7800      -201778.662  -201788.444        9.781   247.3
6.7900      -201778.669  -201789.191       10.522   266.0
6.8000      -201778.675  -201789.218       10.543   266.5
6.8100      -201778.674  -201789.048       10.373   262.3
6.8200      -201778.668  -201788.834       10.166   257.0
6.8300      -201778.664  -201788.728       10.063   254.4
6.8400      -201778.667  -201789.594       10.927   276.3
6.8500      -201778.668  -201789.222       10.554   266.8
6.8600      -201778.673  -201788.913       10.241   258.9
6.8700      -201778.676  -201788.898       10.223   258.4
6.8800      -201778.670  -201788.505        9.835   248.7
6.8900      -201778.672  -201789.245       10.574   267.3
6.9000      -201778.669  -201789.410       10.741   271.5
6.9100      -201778.669  -201788.689       10.020   253.3
6.9200      -201778.681  -201789.449       10.768   272.2
6.9300      -201778.676  -201788.428        9.752   246.5
6.9400      -201778.677  -201788.799       10.121   255.9
6.9500      -201778.672  -201788.473        9.801   247.8
6.9600      -201778.667  -201787.906        9.239   233.6
6.9700      -201778.672  -201789.245       10.573   267.3
6.9800      -201778.669  -201788.826       10.156   256.8
6.9900      -201778.671  -201788.401        9.731   246.0
7.0000      -201778.674  -201788.986       10.312   260.7
7.0100      -201778.680  -201789.205       10.525   266.1
7.0200      -201778.678  -201789.056       10.377   262.4
7.0300      -201778.666  -201788.727       10.062   254.4
7.0400      -201778.659  -201788.384        9.724   245.9
7.0500      -201778.674  -201789.352       10.678   270.0
7.0600      -201778.674  -201788.832       10.158   256.8
7.0700      -201778.674  -201788.583        9.909   250.5
7.0800      -201778.678  -201789.113       10.434   263.8
7.0900      -201778.675  -201788.658        9.984   252.4
7.1000      -201778.683  -201789.094       10.411   263.2
7.1100      -201778.684  -201789.184       10.500   265.5
7.1200      -201778.671  -201788.257        9.585   242.3
7.1300      -201778.670  -201788.751       10.081   254.9
7.1400      -201778.668  -201788.307        9.638   243.7
7.1500      -201778.680  -201788.700       10.021   253.3
7.1600      -201778.682  -201788.529        9.847   249.0
7.1700      -201778.675  -201788.486        9.812   248.1
7.1800      -201778.676  -201788.748       10.072   254.6
7.1900      -201778.673  -201788.551        9.878   249.7
7.2000      -201778.666  -201788.387        9.721   245.8
7.2100      -201778.664  -201788.676       10.012   253.1
7.2200      -201778.666  -201788.931       10.266   259.5
7.2300      -201778.662  -201788.409        9.747   246.4
7.2400      -201778.668  -201788.635        9.967   252.0
7.2500      -201778.676  -201788.998       10.323   261.0
7.2600      -201778.683  -201789.168       10.485   265.1
7.2700      -201778.683  -201788.637        9.954   251.7
7.2800      -201778.688  -201788.847       10.159   256.8
7.2900      -201778.686  -201788.854       10.168   257.1
7.3000      -201778.676  -201788.594        9.918   250.7
7.3100      -201778.675  -201788.360        9.686   244.9
7.3200      -201778.677  -201787.997        9.320   235.6
7.3300      -201778.669  -201788.501        9.832   248.6
7.3400      -201778.663  -201788.425        9.762   246.8
7.3500      -201778.664  -201788.358        9.694   245.1
7.3600      -201778.659  -201788.198        9.539   241.2
7.3700      -201778.655  -201788.044        9.389   237.4
7.3800      -201778.669  -201788.581        9.912   250.6
7.3900      -201778.677  -201788.498        9.820   248.3
7.4000      -201778.683  -201788.602        9.919   250.8
7.4100      -201778.679  -201789.092       10.413   263.3
7.4200      -201778.668  -201789.214       10.547   266.6
7.4300      -201778.665  -201788.564        9.898   250.3
7.4400      -201778.677  -201788.797       10.120   255.8
7.4500      -201778.688  -201788.829       10.141   256.4
7.4600      -201778.682  -201788.296        9.614   243.1
7.4700      -201778.675  -201788.252        9.577   242.1
7.4800      -201778.671  -201788.191        9.520   240.7
7.4900      -201778.671  -201788.453        9.782   247.3
7.5000      -201778.680  -201788.387        9.707   245.4
7.5100      -201778.681  -201788.450        9.769   247.0
7.5200      -201778.678  -201788.509        9.831   248.6
7.5300      -201778.665  -201788.565        9.900   250.3
7.5400      -201778.663  -201788.426        9.762   246.8
7.5500      -201778.674  -201788.567        9.893   250.1
7.5600      -201778.671  -201787.894        9.222   233.2
7.5700      -201778.675  -201787.867        9.192   232.4
7.5800      -201778.686  -201788.878       10.192   257.7
7.5900      -201778.680  -201788.335        9.655   244.1
7.6000      -201778.677  -201788.533        9.857   249.2
7.6100      -201778.676  -201788.779       10.102   255.4
7.6200      -201778.681  -201788.291        9.610   243.0
7.6300      -201778.689  -201788.401        9.711   245.5
7.6400      -201778.686  -201788.363        9.677   244.6
7.6500      -201778.682  -201788.667        9.985   252.4
7.6600      -201778.672  -201788.323        9.650   244.0
7.6700      -201778.672  -201788.261        9.589   242.4
7.6800      -201778.679  -201788.400        9.721   245.8
7.6900      -201778.679  -201788.225        9.546   241.3
7.7000      -201778.686  -201788.904       10.219   258.3
7.7100      -201778.673  -201788.073        9.401   237.7
7.7200      -201778.669  -201788.121        9.452   239.0
7.7300      -201778.667  -201788.179        9.512   240.5
7.7400      -201778.675  -201788.798       10.122   255.9
7.7500      -201778.679  -201788.507        9.827   248.5
7.7600      -201778.678  -201788.436        9.758   246.7
7.7700      -201778.673  -201788.198        9.524   240.8
7.7800      -201778.670  -201788.364        9.694   245.1
7.7900      -201778.664  -201788.522        9.858   249.2
7.8000      -201778.667  -201788.588        9.921   250.8
7.8100      -201778.680  -201788.846       10.166   257.0
7.8200      -201778.684  -201788.684       10.000   252.8
7.8300      -201778.674  -201789.001       10.327   261.1
7.8400      -201778.670  -201788.597        9.927   251.0
7.8500      -201778.668  -201788.635        9.966   252.0
7.8600      -201778.671  -201789.336       10.665   269.6
7.8700      -201778.675  -201788.889       10.214   258.2
7.8800      -201778.677  -201788.564        9.887   250.0
7.8900      -201778.673  -201788.862       10.189   257.6
7.9000      -201778.666  -201788.426        9.761   246.8
7.9100      -201778.679  -201789.395       10.716   270.9
7.9200      -201778.678  -201788.642        9.964   251.9
7.9300      -201778.682  -201788.828       10.146   256.5
7.9400      -201778.680  -201788.673        9.994   252.7
7.9500      -201778.681  -201789.585       10.904   275.7
7.9600      -201778.670  -201788.754       10.085   255.0
7.9700      -201778.666  -201788.911       10.245   259.0
7.9800      -201778.668  -201788.930       10.262   259.5
7.9900      -201778.680  -201789.197       10.517   265.9
8.0000      -201778.678  -201788.809       10.131   256.1
8.0100      -201778.675  -201789.041       10.367   262.1
8.0200      -201778.680  -201789.570       10.890   275.3
8.0300      -201778.675  -201789.639       10.964   277.2
8.0400      -201778.666  -201789.258       10.592   267.8
8.0500      -201778.662  -201788.339        9.677   244.7
8.0600      -201778.674  -201789.681       11.007   278.3
8.0700      -201778.685  -201789.693       11.008   278.3
8.0800      -201778.683  -201788.915       10.232   258.7
8.0900      -201778.689  -201788.957       10.268   259.6
8.1000      -201778.689  -201788.780       10.092   255.1
8.1100      -201778.684  -201788.934       10.249   259.1
8.1200      -201778.679  -201788.939       10.261   259.4
8.1300      -201778.674  -201788.928       10.254   259.2
8.1400      -201778.672  -201788.440        9.768   247.0
8.1500      -201778.671  -201788.413        9.742   246.3
8.1600      -201778.676  -201788.524        9.848   249.0
8.1700      -201778.676  -201788.591        9.914   250.7
8.1800      -201778.672  -201788.953       10.282   259.9
8.1900      -201778.664  -201788.415        9.751   246.5
8.2000      -201778.665  -201788.690       10.026   253.5
8.2100      -201778.659  -201787.503        8.844   223.6
8.2200      -201778.666  -201788.394        9.728   245.9
8.2300      -201778.672  -201788.782       10.110   255.6
8.2400      -201778.673  -201788.393        9.720   245.7
8.2500      -201778.676  -201787.672        8.997   227.5
8.2600      -201778.677  -201787.972        9.295   235.0
8.2700      -201778.682  -201788.721       10.039   253.8
8.2800      -201778.691  -201788.968       10.278   259.8
8.2900      -201778.686  -201788.388        9.702   245.3
8.3000      -201778.680  -201789.121       10.441   264.0
8.3100      -201778.662  -201788.214        9.552   241.5
8.3200      -201778.666  -201788.851       10.185   257.5
8.3300      -201778.667  -201788.403        9.736   246.2
8.3400      -201778.667  -201788.341        9.673   244.6
8.3500      -201778.675  -201788.899       10.224   258.5
8.3600      -201778.673  -201788.702       10.029   253.5
8.3700      -201778.676  -201788.795       10.120   255.8
8.3800      -201778.669  -201788.228        9.559   241.7
8.3900      -201778.665  -201787.832        9.167   231.8
8.4000      -201778.669  -201788.429        9.760   246.8
8.4100      -201778.681  -201788.701       10.020   253.3
8.4200      -201778.694  -201789.256       10.561   267.0
8.4300      -201778.693  -201788.757       10.064   254.4
8.4400      -201778.678  -201788.759       10.081   254.9
8.4500      -201778.666  -201788.433        9.767   246.9
8.4600      -201778.672  -201789.617       10.945   276.7
8.4700      -201778.672  -201789.964       11.293   285.5
8.4800      -201778.665  -201788.550        9.885   249.9
8.4900      -201778.669  -201788.564        9.895   250.2
8.5000      -201778.673  -201788.460        9.787   247.4
8.5100      -201778.676  -201788.974       10.298   260.4
8.5200      -201778.681  -201788.958       10.277   259.8
8.5300      -201778.683  -201788.868       10.185   257.5
8.5400      -201778.682  -201788.610        9.928   251.0
8.5500      -201778.683  -201788.847       10.164   257.0
8.5600      -201778.683  -201788.633        9.949   251.5
8.5700      -201778.683  -201789.172       10.489   265.2
8.5800      -201778.673  -201788.874       10.202   257.9
8.5900      -201778.672  -201789.024       10.352   261.7
8.6000      -201778.675  -201788.868       10.193   257.7
8.6100      -201778.674  -201788.645        9.971   252.1
8.6200      -201778.676  -201789.106       10.430   263.7
8.6300      -201778.668  -201788.492        9.824   248.4
8.6400      -201778.662  -201788.560        9.898   250.2
8.6500      -201778.660  -201788.742       10.082   254.9
8.6600      -201778.669  -201788.117        9.448   238.9
8.6700      -201778.683  -201789.260       10.577   267.4
8.6800      -201778.678  -201788.639        9.961   251.8
8.6900      -201778.680  -201788.138        9.457   239.1
8.7000      -201778.689  -201788.804       10.115   255.7
8.7100      -201778.686  -201788.618        9.932   251.1
8.7200      -201778.686  -201788.986       10.300   260.4
8.7300      -201778.677  -201788.371        9.693   245.1
8.7400      -201778.667  -201788.426        9.759   246.7
8.7500      -201778.678  -201788.521        9.843   248.9
8.7600      -201778.674  -201788.356        9.681   244.8
8.7700      -201778.678  -201788.597        9.919   250.8
8.7800      -201778.673  -201788.736       10.062   254.4
8.7900      -201778.661  -201787.942        9.281   234.7
8.8000      -201778.667  -201788.568        9.901   250.3
8.8100      -201778.679  -201788.007        9.328   235.8
8.8200      -201778.690  -201788.840       10.149   256.6
8.8300      -201778.683  -201788.620        9.937   251.2
8.8400      -201778.670  -201788.296        9.626   243.4
8.8500      -201778.681  -201788.934       10.253   259.2
8.8600      -201778.681  -201788.841       10.160   256.9
8.8700      -201778.675  -201788.795       10.120   255.8
8.8800      -201778.665  -201788.341        9.677   244.6
8.8900      -201778.668  -201788.251        9.583   242.3
8.9000      -201778.677  -201788.703       10.026   253.5
8.9100      -201778.675  -201788.272        9.597   242.6
8.9200      -201778.670  -201789.143       10.473   264.8
8.9300      -201778.660  -201788.312        9.652   244.0
8.9400      -201778.664  -201788.429        9.765   246.9
8.9500      -201778.671  -201788.484        9.814   248.1
8.9600      -201778.686  -201789.503       10.817   273.5
8.9700      -201778.684  -201788.519        9.834   248.6
8.9800      -201778.672  -201788.675       10.003   252.9
8.9900      -201778.679  -201788.501        9.821   248.3
9.0000      -201778.689  -201788.935       10.246   259.0
9.0100      -201778.688  -201789.333       10.645   269.1
9.0200      -201778.683  -201788.986       10.303   260.5
9.0300      -201778.684  -201789.112       10.428   263.6
9.0400      -201778.677  -201789.083       10.406   263.1
9.0500      -201778.665  -201788.433        9.768   246.9
9.0600      -201778.670  -201788.576        9.906   250.4
9.0700      -201778.669  -201788.557        9.888   250.0
9.0800      -201778.674  -201788.657        9.983   252.4
9.0900      -201778.675  -201788.567        9.892   250.1
9.1000      -201778.668  -201788.014        9.346   236.3
9.1100      -201778.680  -201788.730       10.051   254.1
9.1200      -201778.686  -201789.310       10.624   268.6
9.1300      -201778.687  -201788.859       10.172   257.2
9.1400      -201778.687  -201788.652        9.966   252.0
9.1500      -201778.682  -201788.035        9.353   236.5
9.1600      -201778.681  -201788.155        9.473   239.5
9.1700      -201778.687  -201788.847       10.160   256.9
9.1800      -201778.680  -201788.543        9.863   249.4
9.1900      -201778.672  -201789.044       10.372   262.2
9.2000      -201778.662  -201788.474        9.812   248.1
9.2100      -201778.675  -201788.634        9.959   251.8
9.2200      -201778.688  -201789.176       10.488   265.2
9.2300      -201778.686  -201789.109       10.423   263.5
9.2400      -201778.686  -201789.152       10.465   264.6
9.2500      -201778.678  -201788.577        9.898   250.2
9.2600      -201778.675  -201788.580        9.905   250.4
9.2700      -201778.679  -201788.770       10.091   255.1
9.2800      -201778.675  -201788.578        9.904   250.4
9.2900      -201778.671  -201788.351        9.679   244.7
9.3000      -201778.681  -201788.862       10.181   257.4
9.3100      -201778.680  -201788.852       10.172   257.2
9.3200      -201778.683  -201788.970       10.288   260.1
9.3300      -201778.687  -201789.117       10.430   263.7
9.3400      -201778.676  -201788.502        9.827   248.4
9.3500      -201778.670  -201788.781       10.110   255.6
9.3600      -201778.667  -201788.567        9.900   250.3
9.3700      -201778.667  -201788.755       10.088   255.1
9.3800      -201778.670  -201788.360        9.690   245.0
9.3900      -201778.696  -201789.104       10.408   263.1
9.4000      -201778.705  -201788.840       10.135   256.2
9.4100      -201778.699  -201788.729       10.031   253.6
9.4200      -201778.691  -201788.826       10.136   256.3
9.4300      -201778.684  -201789.003       10.319   260.9
9.4400      -201778.669  -201788.321        9.652   244.0
9.4500      -201778.666  -201788.232        9.566   241.9
9.4600      -201778.661  -201787.895        9.234   233.5
9.4700      -201778.659  -201787.941        9.282   234.7
9.4800      -201778.666  -201788.583        9.917   250.7
9.4900      -201778.674  -201787.986        9.312   235.4
9.5000      -201778.676  -201788.516        9.840   248.8
9.5100      -201778.679  -201788.420        9.741   246.3
9.5200      -201778.677  -201787.857        9.179   232.1
9.5300      -201778.690  -201788.845       10.155   256.7
9.5400      -201778.693  -201788.720       10.027   253.5
9.5500      -201778.688  -201788.506        9.817   248.2
9.5600      -201778.690  -201789.122       10.432   263.7
9.5700      -201778.680  -201788.841       10.161   256.9
9.5800      -201778.669  -201788.583        9.915   250.7
9.5900      -201778.651  -201788.236        9.585   242.3
9.6000      -201778.650  -201788.616        9.966   252.0
9.6100      -201778.665  -201789.372       10.707   270.7
9.6200      -201778.668  -201788.622        9.954   251.7
9.6300      -201778.664  -201788.026        9.362   236.7
9.6400      -201778.679  -201788.540        9.861   249.3
9.6500      -201778.689  -201788.608        9.919   250.8
9.6600      -201778.682  -201788.220        9.538   241.1
9.6700      -201778.685  -201788.482        9.797   247.7
9.6800      -201778.686  -201788.831       10.146   256.5
9.6900      -201778.683  -201789.062       10.379   262.4
9.7000      -201778.676  -201788.269        9.593   242.5
9.7100      -201778.662  -201787.993        9.331   235.9
9.7200      -201778.668  -201788.853       10.185   257.5
9.7300      -201778.663  -201788.814       10.151   256.6
9.7400      -201778.663  -201788.632        9.969   252.0
9.7500      -201778.670  -201788.808       10.138   256.3
9.7600      -201778.679  -201789.243       10.564   267.1
9.7700      -201778.673  -201787.963        9.289   234.9
9.7800      -201778.679  -201788.565        9.886   249.9
9.7900      -201778.682  -201788.395        9.713   245.6
9.8000      -201778.681  -201788.477        9.795   247.7
9.8100      -201778.689  -201789.068       10.380   262.4
9.8200      -201778.685  -201788.402        9.717   245.7
9.8300      -201778.692  -201789.227       10.535   266.3
9.8400      -201778.681  -201788.896       10.215   258.2
9.8500      -201778.676  -201788.843       10.167   257.0
9.8600      -201778.667  -201788.513        9.846   248.9
9.8700      -201778.657  -201788.411        9.753   246.6
9.8800      -201778.661  -201788.701       10.040   253.8
9.8900      -201778.670  -201788.494        9.824   248.4
9.9000      -201778.682  -201789.057       10.375   262.3
9.9100      -201778.692  -201789.112       10.421   263.5
9.9200      -201778.690  -201788.788       10.097   255.3
9.9300      -201778.694  -201789.029       10.335   261.3
9.9400      -201778.693  -201789.808       11.116   281.0
9.9500      -201778.677  -201788.382        9.705   245.4
9.9600      -201778.669  -201788.505        9.836   248.7
9.9700      -201778.672  -201788.406        9.733   246.1
9.9800      -201778.680  -201788.619        9.939   251.3
9.9900      -201778.687  -201789.118       10.431   263.7
10.0000     -201778.683  -201789.208       10.525   266.1
