Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.5500      -281841.386  -281863.373       21.988   406.0
5.5600      -281841.373  -281863.179       21.806   402.6
5.5700      -281841.375  -281862.729       21.354   394.3
5.5800      -281841.389  -281863.614       22.225   410.4
5.5900      -281841.391  -281862.851       21.460   396.2
5.6000      -281841.389  -281862.978       21.589   398.6
5.6100      -281841.392  -281863.781       22.389   413.4
5.6200      -281841.358  -281862.605       21.247   392.3
5.6300      -281841.382  -281864.666       23.284   429.9
5.6400      -281841.390  -281863.224       21.834   403.1
5.6500      -281841.374  -281862.707       21.333   393.9
5.6600      -281841.361  -281861.963       20.602   380.4
5.6700      -281841.381  -281862.465       21.083   389.3
5.6800      -281841.375  -281862.415       21.040   388.5
5.6900      -281841.397  -281863.547       22.151   409.0
5.7000      -281841.407  -281862.682       21.275   392.8
5.7100      -281841.406  -281863.268       21.861   403.6
5.7200      -281841.395  -281862.928       21.533   397.6
5.7300      -281841.369  -281863.149       21.780   402.1
5.7400      -281841.351  -281862.615       21.264   392.6
5.7500      -281841.361  -281862.231       20.870   385.3
5.7600      -281841.400  -281862.670       21.270   392.7
5.7700      -281841.404  -281863.111       21.707   400.8
5.7800      -281841.387  -281862.802       21.414   395.4
5.7900      -281841.372  -281863.504       22.132   408.6
5.8000      -281841.369  -281861.968       20.599   380.3
5.8100      -281841.370  -281862.614       21.244   392.2
5.8200      -281841.380  -281862.825       21.444   395.9
5.8300      -281841.389  -281862.287       20.899   385.9
5.8400      -281841.388  -281863.890       22.502   415.5
5.8500      -281841.375  -281862.574       21.199   391.4
5.8600      -281841.391  -281863.146       21.755   401.7
5.8700      -281841.379  -281862.675       21.297   393.2
5.8800      -281841.385  -281863.897       22.512   415.7
5.8900      -281841.388  -281862.716       21.328   393.8
5.9000      -281841.388  -281863.019       21.632   399.4
5.9100      -281841.371  -281863.558       22.186   409.6
5.9200      -281841.391  -281863.678       22.287   411.5
5.9300      -281841.400  -281864.257       22.857   422.0
5.9400      -281841.380  -281862.839       21.459   396.2
5.9500      -281841.392  -281863.709       22.317   412.1
5.9600      -281841.396  -281862.938       21.542   397.7
5.9700      -281841.379  -281863.111       21.733   401.3
5.9800      -281841.382  -281863.337       21.955   405.4
5.9900      -281841.384  -281861.884       20.500   378.5
6.0000      -281841.387  -281862.861       21.473   396.5
6.0100      -281841.381  -281863.661       22.280   411.4
6.0200      -281841.353  -281862.440       21.087   389.3
6.0300      -281841.330  -281862.314       20.984   387.4
6.0400      -281841.354  -281862.447       21.093   389.5
6.0500      -281841.405  -281863.034       21.629   399.4
6.0600      -281841.420  -281863.601       22.180   409.5
6.0700      -281841.398  -281862.064       20.665   381.6
6.0800      -281841.395  -281862.065       20.671   381.7
6.0900      -281841.375  -281862.601       21.226   391.9
6.1000      -281841.375  -281862.101       20.726   382.7
6.1100      -281841.392  -281863.412       22.020   406.6
6.1200      -281841.388  -281863.490       22.102   408.1
6.1300      -281841.371  -281862.610       21.239   392.2
6.1400      -281841.383  -281863.412       22.028   406.7
6.1500      -281841.383  -281862.459       21.076   389.1
6.1600      -281841.374  -281861.948       20.575   379.9
6.1700      -281841.357  -281862.021       20.664   381.5
6.1800      -281841.363  -281862.550       21.187   391.2
6.1900      -281841.370  -281863.043       21.672   400.2
6.2000      -281841.371  -281862.138       20.767   383.4
6.2100      -281841.400  -281863.790       22.390   413.4
6.2200      -281841.408  -281864.025       22.617   417.6
6.2300      -281841.394  -281863.553       22.158   409.1
6.2400      -281841.379  -281863.085       21.706   400.8
6.2500      -281841.366  -281862.709       21.344   394.1
6.2600      -281841.354  -281862.832       21.479   396.6
6.2700      -281841.354  -281862.896       21.542   397.7
6.2800      -281841.383  -281863.219       21.836   403.2
6.2900      -281841.391  -281863.050       21.659   399.9
6.3000      -281841.400  -281863.644       22.244   410.7
6.3100      -281841.393  -281863.598       22.205   410.0
6.3200      -281841.372  -281863.037       21.665   400.0
6.3300      -281841.350  -281862.627       21.277   392.9
6.3400      -281841.348  -281862.306       20.957   387.0
6.3500      -281841.369  -281861.826       20.457   377.7
6.3600      -281841.405  -281862.461       21.057   388.8
6.3700      -281841.435  -281863.848       22.414   413.8
6.3800      -281841.420  -281863.173       21.753   401.6
6.3900      -281841.400  -281863.710       22.310   411.9
6.4000      -281841.383  -281863.577       22.194   409.8
6.4100      -281841.381  -281863.562       22.180   409.5
6.4200      -281841.387  -281862.858       21.471   396.4
6.4300      -281841.388  -281863.412       22.024   406.6
6.4400      -281841.384  -281863.483       22.099   408.0
6.4500      -281841.353  -281862.439       21.086   389.3
6.4600      -281841.342  -281862.085       20.742   383.0
6.4700      -281841.376  -281863.225       21.849   403.4
6.4800      -281841.386  -281863.372       21.985   405.9
6.4900      -281841.387  -281862.381       20.994   387.6
6.5000      -281841.397  -281863.545       22.149   408.9
6.5100      -281841.381  -281862.990       21.609   399.0
6.5200      -281841.366  -281863.155       21.789   402.3
6.5300      -281841.382  -281862.673       21.290   393.1
6.5400      -281841.422  -281864.185       22.763   420.3
6.5500      -281841.401  -281863.714       22.313   412.0
6.5600      -281841.398  -281863.335       21.937   405.0
6.5700      -281841.395  -281863.329       21.934   405.0
6.5800      -281841.373  -281862.193       20.819   384.4
6.5900      -281841.344  -281862.177       20.834   384.7
6.6000      -281841.363  -281863.044       21.682   400.3
6.6100      -281841.361  -281862.571       21.211   391.6
6.6200      -281841.356  -281861.788       20.432   377.3
6.6300      -281841.392  -281863.575       22.183   409.6
6.6400      -281841.403  -281863.858       22.455   414.6
6.6500      -281841.400  -281863.535       22.136   408.7
6.6600      -281841.419  -281863.719       22.300   411.7
6.6700      -281841.430  -281864.396       22.966   424.0
6.6800      -281841.381  -281862.391       21.010   387.9
6.6900      -281841.344  -281862.503       21.159   390.7
6.7000      -281841.353  -281863.017       21.664   400.0
6.7100      -281841.368  -281863.242       21.874   403.9
6.7200      -281841.377  -281862.590       21.213   391.7
6.7300      -281841.393  -281862.854       21.461   396.2
6.7400      -281841.384  -281862.199       20.815   384.3
6.7500      -281841.370  -281862.061       20.691   382.0
6.7600      -281841.373  -281862.938       21.565   398.2
6.7700      -281841.407  -281863.565       22.159   409.1
6.7800      -281841.402  -281862.429       21.027   388.2
6.7900      -281841.420  -281863.389       21.969   405.6
6.8000      -281841.399  -281862.710       21.310   393.5
6.8100      -281841.371  -281862.825       21.454   396.1
6.8200      -281841.362  -281862.349       20.988   387.5
6.8300      -281841.365  -281862.310       20.944   386.7
6.8400      -281841.388  -281862.899       21.511   397.2
6.8500      -281841.375  -281861.891       20.516   378.8
6.8600      -281841.394  -281863.102       21.709   400.8
6.8700      -281841.385  -281862.954       21.569   398.2
6.8800      -281841.376  -281862.977       21.601   398.8
6.8900      -281841.384  -281863.010       21.625   399.3
6.9000      -281841.404  -281863.423       22.019   406.6
6.9100      -281841.388  -281863.694       22.305   411.8
6.9200      -281841.379  -281862.788       21.409   395.3
6.9300      -281841.375  -281862.683       21.307   393.4
6.9400      -281841.366  -281862.891       21.525   397.4
6.9500      -281841.378  -281862.938       21.561   398.1
6.9600      -281841.407  -281862.805       21.398   395.1
6.9700      -281841.407  -281863.350       21.942   405.1
6.9800      -281841.387  -281863.603       22.216   410.2
6.9900      -281841.348  -281861.269       19.920   367.8
7.0000      -281841.358  -281862.840       21.482   396.6
7.0100      -281841.376  -281862.422       21.046   388.6
7.0200      -281841.402  -281862.741       21.338   394.0
7.0300      -281841.413  -281862.818       21.405   395.2
7.0400      -281841.408  -281862.806       21.398   395.1
7.0500      -281841.382  -281862.306       20.924   386.3
7.0600      -281841.363  -281862.527       21.164   390.8
7.0700      -281841.384  -281863.345       21.960   405.5
7.0800      -281841.402  -281863.505       22.103   408.1
7.0900      -281841.396  -281863.041       21.644   399.6
7.1000      -281841.392  -281863.127       21.735   401.3
7.1100      -281841.403  -281862.874       21.470   396.4
7.1200      -281841.400  -281862.832       21.433   395.7
7.1300      -281841.369  -281862.790       21.422   395.5
7.1400      -281841.354  -281862.509       21.155   390.6
7.1500      -281841.348  -281862.565       21.217   391.7
7.1600      -281841.343  -281861.386       20.043   370.1
7.1700      -281841.394  -281864.020       22.626   417.8
7.1800      -281841.401  -281862.965       21.565   398.2
7.1900      -281841.401  -281863.781       22.380   413.2
7.2000      -281841.389  -281862.929       21.541   397.7
7.2100      -281841.387  -281863.852       22.465   414.8
7.2200      -281841.364  -281863.896       22.532   416.0
7.2300      -281841.364  -281862.584       21.219   391.8
7.2400      -281841.386  -281862.396       21.009   387.9
7.2500      -281841.389  -281863.558       22.169   409.3
7.2600      -281841.387  -281863.290       21.903   404.4
7.2700      -281841.373  -281863.437       22.064   407.4
7.2800      -281841.379  -281864.327       22.949   423.7
7.2900      -281841.381  -281863.563       22.183   409.6
7.3000      -281841.390  -281864.057       22.667   418.5
7.3100      -281841.372  -281862.446       21.074   389.1
7.3200      -281841.386  -281863.370       21.984   405.9
7.3300      -281841.402  -281862.784       21.382   394.8
7.3400      -281841.396  -281863.376       21.979   405.8
7.3500      -281841.383  -281863.102       21.718   401.0
7.3600      -281841.376  -281863.015       21.639   399.5
7.3700      -281841.392  -281864.023       22.632   417.9
7.3800      -281841.387  -281864.124       22.737   419.8
7.3900      -281841.379  -281862.886       21.508   397.1
7.4000      -281841.391  -281864.546       23.155   427.5
7.4100      -281841.370  -281862.480       21.110   389.8
7.4200      -281841.376  -281862.620       21.244   392.2
7.4300      -281841.395  -281863.064       21.669   400.1
7.4400      -281841.404  -281863.178       21.773   402.0
7.4500      -281841.415  -281863.916       22.501   415.5
7.4600      -281841.384  -281862.263       20.879   385.5
7.4700      -281841.375  -281862.555       21.180   391.1
7.4800      -281841.361  -281863.805       22.445   414.4
7.4900      -281841.364  -281862.280       20.915   386.2
7.5000      -281841.373  -281862.591       21.218   391.8
7.5100      -281841.411  -281863.742       22.330   412.3
7.5200      -281841.408  -281862.934       21.526   397.5
7.5300      -281841.395  -281863.435       22.040   406.9
7.5400      -281841.399  -281863.330       21.931   404.9
7.5500      -281841.401  -281863.607       22.205   410.0
7.5600      -281841.390  -281863.364       21.974   405.7
7.5700      -281841.400  -281862.607       21.207   391.6
7.5800      -281841.409  -281863.655       22.245   410.7
7.5900      -281841.395  -281863.892       22.496   415.4
7.6000      -281841.388  -281864.154       22.766   420.3
7.6100      -281841.371  -281863.169       21.798   402.5
7.6200      -281841.370  -281863.891       22.522   415.8
7.6300      -281841.390  -281863.628       22.238   410.6
7.6400      -281841.419  -281864.212       22.793   420.9
7.6500      -281841.414  -281863.812       22.398   413.6
7.6600      -281841.397  -281862.203       20.806   384.2
7.6700      -281841.389  -281863.397       22.008   406.4
7.6800      -281841.373  -281863.874       22.501   415.5
7.6900      -281841.360  -281863.141       21.781   402.2
7.7000      -281841.381  -281863.037       21.656   399.9
7.7100      -281841.409  -281863.951       22.543   416.2
7.7200      -281841.407  -281863.297       21.890   404.2
7.7300      -281841.402  -281863.556       22.154   409.0
7.7400      -281841.394  -281863.867       22.473   414.9
7.7500      -281841.390  -281863.671       22.281   411.4
7.7600      -281841.384  -281862.996       21.611   399.0
7.7700      -281841.401  -281863.425       22.024   406.7
7.7800      -281841.381  -281862.961       21.580   398.4
7.7900      -281841.367  -281862.444       21.077   389.2
7.8000      -281841.364  -281862.280       20.916   386.2
7.8100      -281841.381  -281863.359       21.978   405.8
7.8200      -281841.375  -281862.554       21.179   391.0
7.8300      -281841.395  -281863.113       21.718   401.0
7.8400      -281841.411  -281863.637       22.226   410.4
7.8500      -281841.406  -281864.016       22.610   417.5
7.8600      -281841.384  -281862.641       21.256   392.5
7.8700      -281841.378  -281863.392       22.014   406.5
7.8800      -281841.380  -281862.894       21.514   397.2
7.8900      -281841.384  -281862.975       21.591   398.6
7.9000      -281841.393  -281863.808       22.415   413.9
7.9100      -281841.379  -281863.885       22.505   415.5
7.9200      -281841.377  -281863.888       22.511   415.6
7.9300      -281841.392  -281863.091       21.699   400.6
7.9400      -281841.402  -281863.605       22.203   409.9
7.9500      -281841.391  -281863.141       21.751   401.6
7.9600      -281841.398  -281862.923       21.525   397.4
7.9700      -281841.389  -281863.075       21.686   400.4
7.9800      -281841.385  -281863.466       22.081   407.7
7.9900      -281841.378  -281861.613       20.235   373.6
8.0000      -281841.404  -281862.819       21.415   395.4
8.0100      -281841.400  -281862.500       21.100   389.6
8.0200      -281841.402  -281863.797       22.394   413.5
8.0300      -281841.389  -281863.418       22.029   406.7
8.0400      -281841.375  -281863.215       21.841   403.3
8.0500      -281841.380  -281862.885       21.504   397.0
8.0600      -281841.400  -281863.661       22.261   411.0
8.0700      -281841.390  -281863.520       22.130   408.6
8.0800      -281841.394  -281863.345       21.952   405.3
8.0900      -281841.401  -281863.025       21.624   399.3
8.1000      -281841.399  -281862.903       21.504   397.0
8.1100      -281841.404  -281864.040       22.636   417.9
8.1200      -281841.390  -281862.490       21.101   389.6
8.1300      -281841.367  -281862.883       21.516   397.3
8.1400      -281841.361  -281863.319       21.958   405.4
8.1500      -281841.391  -281863.475       22.084   407.8
8.1600      -281841.395  -281863.347       21.953   405.3
8.1700      -281841.390  -281862.658       21.268   392.7
8.1800      -281841.418  -281864.036       22.619   417.6
8.1900      -281841.426  -281863.745       22.319   412.1
8.2000      -281841.388  -281863.492       22.103   408.1
8.2100      -281841.370  -281863.390       22.020   406.6
8.2200      -281841.373  -281863.392       22.019   406.6
8.2300      -281841.377  -281863.025       21.649   399.7
8.2400      -281841.375  -281862.296       20.921   386.3
8.2500      -281841.372  -281862.317       20.945   386.7
8.2600      -281841.375  -281863.080       21.705   400.8
8.2700      -281841.379  -281863.482       22.102   408.1
8.2800      -281841.397  -281862.895       21.498   396.9
8.2900      -281841.414  -281864.129       22.715   419.4
8.3000      -281841.394  -281862.678       21.284   393.0
8.3100      -281841.395  -281863.180       21.785   402.2
8.3200      -281841.398  -281864.250       22.852   421.9
8.3300      -281841.361  -281863.072       21.710   400.9
8.3400      -281841.384  -281863.716       22.332   412.3
8.3500      -281841.395  -281862.331       20.936   386.6
8.3600      -281841.402  -281862.480       21.078   389.2
8.3700      -281841.400  -281863.346       21.946   405.2
8.3800      -281841.379  -281861.748       20.369   376.1
8.3900      -281841.380  -281862.762       21.382   394.8
8.4000      -281841.394  -281863.599       22.205   410.0
8.4100      -281841.400  -281863.415       22.016   406.5
8.4200      -281841.430  -281864.222       22.792   420.8
8.4300      -281841.406  -281862.808       21.402   395.2
8.4400      -281841.388  -281864.207       22.819   421.3
8.4500      -281841.358  -281862.937       21.579   398.4
8.4600      -281841.353  -281862.362       21.009   387.9
8.4700      -281841.379  -281862.340       20.961   387.0
8.4800      -281841.388  -281862.523       21.134   390.2
8.4900      -281841.395  -281863.406       22.011   406.4
8.5000      -281841.399  -281864.154       22.755   420.1
8.5100      -281841.400  -281863.670       22.270   411.2
8.5200      -281841.394  -281862.981       21.588   398.6
8.5300      -281841.397  -281863.081       21.684   400.4
8.5400      -281841.384  -281862.473       21.089   389.4
8.5500      -281841.369  -281862.264       20.895   385.8
8.5600      -281841.380  -281862.385       21.004   387.8
8.5700      -281841.411  -281863.622       22.210   410.1
8.5800      -281841.399  -281863.086       21.687   400.4
8.5900      -281841.412  -281863.509       22.097   408.0
8.6000      -281841.400  -281862.721       21.321   393.7
8.6100      -281841.381  -281863.147       21.766   401.9
8.6200      -281841.375  -281863.584       22.208   410.0
8.6300      -281841.396  -281863.321       21.925   404.8
8.6400      -281841.382  -281862.022       20.640   381.1
8.6500      -281841.386  -281862.297       20.911   386.1
8.6600      -281841.390  -281862.628       21.238   392.1
8.6700      -281841.385  -281862.324       20.939   386.6
8.6800      -281841.383  -281862.430       21.047   388.6
8.6900      -281841.380  -281862.347       20.966   387.1
8.7000      -281841.405  -281862.788       21.383   394.8
8.7100      -281841.394  -281862.243       20.849   384.9
8.7200      -281841.399  -281863.422       22.023   406.6
8.7300      -281841.387  -281862.451       21.064   388.9
8.7400      -281841.389  -281862.860       21.471   396.4
8.7500      -281841.392  -281862.762       21.370   394.6
8.7600      -281841.392  -281863.400       22.009   406.4
8.7700      -281841.367  -281862.316       20.949   386.8
8.7800      -281841.359  -281863.485       22.126   408.5
8.7900      -281841.388  -281863.898       22.509   415.6
8.8000      -281841.413  -281864.267       22.854   422.0
8.8100      -281841.414  -281863.565       22.152   409.0
8.8200      -281841.392  -281862.993       21.600   398.8
8.8300      -281841.374  -281862.972       21.598   398.8
8.8400      -281841.375  -281862.644       21.268   392.7
8.8500      -281841.400  -281862.494       21.094   389.5
8.8600      -281841.409  -281863.129       21.720   401.0
8.8700      -281841.403  -281863.066       21.663   400.0
8.8800      -281841.404  -281864.151       22.747   420.0
8.8900      -281841.375  -281862.236       20.861   385.2
8.9000      -281841.369  -281863.260       21.891   404.2
8.9100      -281841.362  -281862.909       21.548   397.9
8.9200      -281841.371  -281863.310       21.939   405.1
8.9300      -281841.384  -281863.025       21.641   399.6
8.9400      -281841.388  -281863.125       21.738   401.4
8.9500      -281841.410  -281863.338       21.928   404.9
8.9600      -281841.413  -281863.865       22.452   414.5
8.9700      -281841.398  -281861.859       20.462   377.8
8.9800      -281841.387  -281862.594       21.207   391.6
8.9900      -281841.390  -281863.800       22.410   413.8
9.0000      -281841.399  -281864.231       22.832   421.6
9.0100      -281841.403  -281863.882       22.479   415.1
9.0200      -281841.405  -281864.376       22.971   424.1
9.0300      -281841.376  -281862.117       20.741   383.0
9.0400      -281841.388  -281862.479       21.091   389.4
9.0500      -281841.390  -281863.450       22.059   407.3
9.0600      -281841.374  -281862.919       21.546   397.8
9.0700      -281841.389  -281863.632       22.243   410.7
9.0800      -281841.400  -281864.074       22.674   418.7
9.0900      -281841.395  -281863.818       22.423   414.0
9.1000      -281841.381  -281863.161       21.780   402.1
9.1100      -281841.403  -281863.038       21.635   399.5
9.1200      -281841.397  -281864.186       22.788   420.8
9.1300      -281841.377  -281863.697       22.320   412.1
9.1400      -281841.392  -281862.416       21.024   388.2
9.1500      -281841.404  -281862.945       21.541   397.7
9.1600      -281841.419  -281864.539       23.120   426.9
9.1700      -281841.403  -281863.715       22.312   412.0
9.1800      -281841.385  -281863.201       21.815   402.8
9.1900      -281841.358  -281863.228       21.870   403.8
9.2000      -281841.361  -281863.388       22.027   406.7
9.2100      -281841.394  -281862.077       20.683   381.9
9.2200      -281841.427  -281863.884       22.457   414.6
9.2300      -281841.448  -281863.956       22.508   415.6
9.2400      -281841.436  -281863.503       22.067   407.4
9.2500      -281841.395  -281862.428       21.033   388.4
9.2600      -281841.362  -281862.977       21.615   399.1
9.2700      -281841.358  -281861.871       20.514   378.8
9.2800      -281841.386  -281863.307       21.920   404.7
9.2900      -281841.385  -281862.754       21.370   394.6
9.3000      -281841.392  -281863.834       22.442   414.4
9.3100      -281841.407  -281863.401       21.994   406.1
9.3200      -281841.422  -281863.868       22.446   414.4
9.3300      -281841.421  -281863.230       21.809   402.7
9.3400      -281841.407  -281863.016       21.609   399.0
9.3500      -281841.385  -281862.250       20.865   385.2
9.3600      -281841.406  -281863.050       21.644   399.6
9.3700      -281841.416  -281863.422       22.005   406.3
9.3800      -281841.416  -281862.855       21.439   395.8
9.3900      -281841.412  -281863.056       21.644   399.6
9.4000      -281841.407  -281863.648       22.241   410.7
9.4100      -281841.404  -281863.154       21.749   401.6
9.4200      -281841.406  -281863.219       21.813   402.8
9.4300      -281841.393  -281862.154       20.761   383.3
9.4400      -281841.379  -281863.993       22.614   417.5
9.4500      -281841.362  -281861.993       20.631   380.9
9.4600      -281841.393  -281862.902       21.509   397.1
9.4700      -281841.423  -281862.809       21.385   394.9
9.4800      -281841.414  -281862.940       21.526   397.4
9.4900      -281841.417  -281863.764       22.348   412.6
9.5000      -281841.415  -281863.520       22.105   408.1
9.5100      -281841.415  -281863.489       22.074   407.6
9.5200      -281841.384  -281862.999       21.615   399.1
9.5300      -281841.371  -281862.537       21.166   390.8
9.5400      -281841.393  -281862.557       21.164   390.8
9.5500      -281841.382  -281862.207       20.826   384.5
9.5600      -281841.390  -281863.236       21.846   403.4
9.5700      -281841.407  -281863.282       21.875   403.9
9.5800      -281841.424  -281862.728       21.304   393.3
9.5900      -281841.428  -281862.637       21.210   391.6
9.6000      -281841.414  -281863.691       22.277   411.3
9.6100      -281841.397  -281862.620       21.223   391.9
9.6200      -281841.374  -281863.283       21.909   404.5
9.6300      -281841.355  -281862.109       20.754   383.2
9.6400      -281841.385  -281863.453       22.068   407.5
9.6500      -281841.399  -281862.451       21.052   388.7
9.6600      -281841.420  -281863.193       21.773   402.0
9.6700      -281841.419  -281864.227       22.808   421.1
9.6800      -281841.420  -281863.062       21.642   399.6
9.6900      -281841.394  -281862.396       21.002   387.8
9.7000      -281841.379  -281862.333       20.954   386.9
9.7100      -281841.379  -281863.542       22.163   409.2
9.7200      -281841.396  -281862.657       21.262   392.6
9.7300      -281841.407  -281862.941       21.534   397.6
9.7400      -281841.405  -281863.415       22.009   406.4
9.7500      -281841.422  -281863.239       21.817   402.8
9.7600      -281841.444  -281863.938       22.494   415.3
9.7700      -281841.405  -281862.854       21.449   396.0
9.7800      -281841.371  -281862.727       21.356   394.3
9.7900      -281841.395  -281862.734       21.339   394.0
9.8000      -281841.391  -281863.035       21.644   399.6
9.8100      -281841.378  -281862.816       21.438   395.8
9.8200      -281841.386  -281862.798       21.412   395.4
9.8300      -281841.402  -281862.862       21.460   396.2
9.8400      -281841.387  -281863.459       22.073   407.5
9.8500      -281841.392  -281863.018       21.626   399.3
9.8600      -281841.400  -281863.779       22.379   413.2
9.8700      -281841.417  -281863.834       22.417   413.9
9.8800      -281841.433  -281863.778       22.345   412.6
9.8900      -281841.406  -281863.479       22.074   407.6
9.9000      -281841.381  -281862.162       20.781   383.7
9.9100      -281841.388  -281863.128       21.740   401.4
9.9200      -281841.399  -281862.163       20.765   383.4
9.9300      -281841.432  -281863.916       22.484   415.1
9.9400      -281841.411  -281864.027       22.616   417.6
9.9500      -281841.389  -281862.807       21.418   395.5
9.9600      -281841.383  -281862.701       21.318   393.6
9.9700      -281841.386  -281863.416       22.030   406.8
9.9800      -281841.382  -281862.615       21.233   392.0
9.9900      -281841.388  -281864.053       22.665   418.5
10.0000     -281841.407  -281863.209       21.802   402.5
